,,,
Batch:10. Learning rate: 0.005,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
0,4.464285714285714,2.973056673892846,14.229842837823439,0.251
1000,13.194444444444445,37.0548157324249,9.046939566443518,0.952
2000,20.436507936507937,57.88169711985135,8.289412601967914,1.654
3000,22.321428571428573,64.95819139052338,7.6444430874607985,2.353
4000,24.404761904761905,69.54165376277486,7.289686274040984,3.057
5000,25.892857142857146,72.25147104366677,6.890413341652222,3.761
6000,26.58730158730159,74.46577887890989,6.495328732710059,4.458
7000,27.67857142857143,75.78197584391452,6.223333032388787,5.167
8000,28.373015873015873,77.31495819139053,5.986182320777906,5.869
9000,29.365079365079367,78.55373180551254,5.786221344528552,6.57
10000,30.257936507936506,79.86992877051719,5.559013589727604,7.275
11000,30.555555555555557,80.1176834933416,5.339109771124154,7.979
12000,30.853174603174605,80.65964694951997,5.162053297503285,8.678
13000,31.547619047619047,81.34097243728708,4.9999558705915526,9.378
14000,32.44047619047619,82.2700526478786,4.882734650105333,10.085
15000,33.33333333333333,82.76556209352741,4.686920903172656,10.785
16000,34.02777777777778,83.15267884794054,4.564238567229999,11.487
17000,34.82142857142857,83.53979560235368,4.4172207557450776,12.189
18000,35.51587301587302,83.8649736760607,4.24745977866628,12.893
19000,36.30952380952381,84.32951378135645,4.194727830456617,13.595
20000,37.5,84.56178383400433,4.026446321522032,14.293
21000,38.88888888888889,84.80953855682873,3.8924208780844856,14.995
22000,39.38492063492063,85.1502013007123,3.8282007665173508,15.695
23000,40.07936507936508,85.30504800247755,3.7073151648188167,16.399
24000,41.269841269841265,85.61474140600805,3.6162821517561254,17.102
25000,41.66666666666667,85.87798079900898,3.5618602013669625,17.803
26000,42.26190476190476,86.03282750077423,3.492353439781781,18.506
27000,43.25396825396825,86.29606689377516,3.3725642907814675,19.207
28000,44.047619047619044,86.38897491483432,3.3081969944107623,19.919
29000,44.642857142857146,86.65221430783524,3.2216115001412855,20.619
30000,45.43650793650794,86.6212449674822,3.123512461433045,21.316
31000,45.63492063492063,86.97739238154227,3.1017418981647666,22.015
32000,46.13095238095239,87.14772375348406,3.0443900857775734,22.716
33000,46.230158730158735,87.2406317745432,2.98015539598754,23.414
34000,47.32142857142857,87.45741715701456,2.89872775410927,24.119
35000,48.01587301587302,87.6122638587798,2.8314917013807235,24.819
36000,48.80952380952381,87.82904924125116,2.7735516616089715,25.521
37000,49.30555555555556,87.84453391142769,2.7077697972290924,26.224
38000,50.09920634920635,88.01486528336946,2.6580128613938583,26.926
39000,50,88.20068132548776,2.6746888409308984,27.627
40000,50.99206349206349,88.41746670795912,2.6115679399981824,28.331
41000,50.99206349206349,88.4639207184887,2.5593358273725344,29.032
42000,51.488095238095234,88.35552802725302,2.500197399968949,29.738
43000,52.57936507936508,88.43295137813566,2.448064378779768,30.442
44000,53.17460317460318,88.77361412201921,2.4154367322261003,31.147
45000,53.37301587301587,88.80458346237225,2.4019787725027015,31.847
46000,54.067460317460316,89.00588417466709,2.366420778647461,32.549
47000,54.563492063492056,89.12976153607927,2.352959346019303,33.25
48000,55.158730158730165,89.269123567668,2.3159745860122487,33.954
49000,55.45634920634921,89.39300092908022,2.2915899605172916,34.655
50000,57.638888888888886,89.65624032208113,2.2163239186508115,35.361
51000,58.13492063492064,89.87302570455249,2.202554923343759,36.065
52000,58.53174603174603,90.04335707649427,2.191463464691615,36.765
53000,59.42460317460318,90.02787240631774,2.1415671775038767,37.463
54000,59.92063492063492,90.15174976772995,2.121366923269167,38.173
55000,60.019841269841265,90.16723443790647,2.0823104865378275,38.869
56000,60.019841269841265,90.21368844843605,2.0702161379143846,39.569
57000,60.51587301587301,90.29111179931868,2.019944796774291,40.272
58000,61.408730158730165,90.52338185196656,2.0141636631191586,40.972
59000,61.30952380952381,90.50789718179003,2.003634689359935,41.673
60000,62.10317460317461,90.69371322390833,1.9589636299868778,42.375
61000,62.00396825396825,90.66274388355528,1.947049917289114,43.077
62000,62.89682539682539,90.83307525549705,1.9112635283399622,43.778
63000,63.19444444444444,90.89501393620316,1.9133159208320623,44.477
64000,63.591269841269835,90.94146794673273,1.872562464601699,45.182
65000,63.591269841269835,90.97243728708578,1.8673612617124171,45.885
66000,64.68253968253968,91.11179931867451,1.8524902991506729,46.585
67000,64.48412698412699,91.15825332920409,1.8382071459322267,47.289
68000,64.78174603174604,91.22019200991018,1.8153901642349395,47.993
69000,65.17857142857143,91.22019200991018,1.7973417434074634,48.698
70000,65.77380952380952,91.39052338185196,1.7845417598654925,49.399
71000,65.57539682539682,91.37503871167544,1.7554125484178351,50.102
72000,66.86507936507937,91.5298854134407,1.7275347082760732,50.803
73000,66.36904761904762,91.56085475379373,1.7351897228590918,51.506
74000,67.06349206349206,91.70021678538247,1.7069377622948056,52.208
75000,66.46825396825396,91.54537008361721,1.733810596540191,52.906
76000,67.65873015873017,91.88603282750077,1.7000198831856632,53.606
77000,68.25396825396825,91.94797150820688,1.6815580053134986,54.308
78000,68.65079365079364,91.97894084855992,1.6737403904850399,55.011
79000,68.9484126984127,92.2112109012078,1.6618406600573619,55.72
80000,68.5515873015873,92.0253948590895,1.6447537311096818,56.422
81000,69.34523809523809,92.19572623103129,1.614688133909374,57.126
82000,69.84126984126983,92.1492722205017,1.6162079862351098,57.826
83000,69.64285714285714,92.2112109012078,1.5884840319189677,58.529
84000,70.3373015873016,92.39702694332611,1.5964082255274505,59.226
85000,70.13888888888889,92.35057293279652,1.6022042950876692,59.932
86000,71.13095238095238,92.42799628367916,1.5564013591751595,60.635
87000,70.83333333333334,92.33508826262,1.5332812368128208,61.337
88000,71.13095238095238,92.52090430473831,1.5153942003699097,62.046
89000,72.02380952380952,92.64478166615051,1.5047278267182584,62.749
90000,71.72619047619048,92.69123567668008,1.511726913957921,63.45
91000,71.82539682539682,92.66026633632704,1.479352424390609,64.149
92000,71.72619047619048,92.67575100650356,1.4964243132283004,64.85
93000,71.72619047619048,92.58284298544442,1.498632265740232,65.553
94000,72.02380952380952,92.62929699597399,1.4958469550446238,66.253
95000,72.61904761904762,92.89253638897492,1.4759558804442543,66.956
96000,73.01587301587301,92.93899039950449,1.4539869799337748,67.658
97000,72.91666666666666,92.95447506968102,1.4385512337025201,68.356
98000,73.01587301587301,93.0009290802106,1.4589152119072772,69.062
99000,73.11507936507937,93.04738309074017,1.4344166088140025,69.767
100000,73.71031746031747,93.09383710126974,1.418915904280006,70.469
101000,73.4126984126984,93.09383710126974,1.4282469008022116,71.167
102000,74.70238095238095,93.248683803035,1.399861374715619,71.871
103000,74.70238095238095,93.14029111179933,1.3770323760961896,72.577
104000,74.10714285714286,93.09383710126974,1.383347902899648,73.278
105000,74.40476190476191,93.29513781356457,1.3807455023964343,73.978
106000,74.8015873015873,93.34159182409415,1.3824987003519802,74.683
107000,75,93.35707649427067,1.3736113966472663,75.387
108000,75.09920634920636,93.35707649427067,1.3394818016280376,76.09
109000,74.8015873015873,93.32610715391763,1.3585512638773638,76.793
110000,74.8015873015873,93.26416847321151,1.3498869674866378,77.499
111000,75.69444444444444,93.52740786621246,1.3471601917105789,78.197
112000,75.39682539682539,93.44998451532982,1.330494037383174,78.9
113000,75.89285714285714,93.57386187674203,1.314209800318133,79.605
114000,75.49603174603175,93.51192319603592,1.3194480616599782,80.31
115000,75.9920634920635,93.40353050480024,1.2955174638368523,81.011
116000,76.38888888888889,93.57386187674203,1.2887680645177548,81.716
117000,76.28968253968253,93.58934654691855,1.299025881693873,82.419
118000,76.78571428571429,93.66676989780117,1.2744903928447264,83.122
119000,76.5873015873016,93.60483121709507,1.2790157805250264,83.825
120000,76.28968253968253,93.58934654691855,1.2909496984465267,84.526
121000,76.68650793650794,93.63580055744812,1.26289654986145,85.225
122000,76.98412698412699,93.66676989780117,1.2697393058648434,85.936
123000,77.18253968253968,93.66676989780117,1.2654308789521849,86.637
124000,77.38095238095238,93.82161659956643,1.2877794188147182,87.342
125000,77.38095238095238,93.77516258903685,1.2664507501324105,88.045
126000,77.57936507936508,93.83710126974294,1.2530756355072816,88.749
127000,78.17460317460318,93.9300092908021,1.2340959545474326,89.452
128000,77.67857142857143,93.83710126974294,1.2412161148603895,90.156
129000,77.77777777777779,93.94549396097864,1.240853409894927,90.862
130000,78.27380952380952,93.96097863115516,1.2034253356118552,91.566
131000,78.07539682539682,93.94549396097864,1.2211289003883767,92.264
132000,77.97619047619048,93.86807061009601,1.206200475038441,92.964
133000,77.87698412698413,93.96097863115516,1.2050843646098504,93.665
134000,78.67063492063492,93.99194797150821,1.1982949309293622,94.366
135000,78.96825396825396,94.06937132239084,1.1855233669526224,95.067
136000,78.57142857142857,94.02291731186125,1.1979586671341569,95.778
137000,78.57142857142857,94.03840198203778,1.190704632598055,96.481
138000,78.17460317460318,94.02291731186125,1.1885388230672063,97.184
139000,78.57142857142857,94.0538866522143,1.1889986368089083,97.888
140000,79.26587301587301,94.13131000309693,1.162103732815044,98.586
141000,79.16666666666666,94.11582533292041,1.1744449323285453,99.286
142000,79.16666666666666,94.13131000309693,1.1708628354546724,99.982
143000,78.96825396825396,94.13131000309693,1.162167014434294,100.687
144000,79.36507936507937,94.2397026943326,1.1616980092419877,101.391
145000,80.15873015873017,94.27067203468566,1.138222130375003,102.093
146000,79.76190476190477,94.22421802415609,1.1470336156671381,102.796
147000,79.76190476190477,94.20873335397955,1.1455356736987035,103.497
148000,79.46428571428571,94.20873335397955,1.14329598822823,104.198
149000,79.36507936507937,94.27067203468566,1.1512469721241436,104.899
150000,79.36507936507937,94.30164137503871,1.1477573390899347,105.605
151000,79.6626984126984,94.20873335397955,1.1328905527149284,106.309
152000,79.76190476190477,94.27067203468566,1.1239248763241687,107.012
153000,80.05952380952381,94.34809538556829,1.1216700198903147,107.713
154000,80.2579365079365,94.34809538556829,1.1202570492532633,108.42
155000,80.45634920634922,94.3635800557448,1.117282308615801,109.122
