,,,
Lag 1. Batch:1. Learning rate: 0.001,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
172000,70.93253968253968,91.54537008361721,1.673810556968873,118.661
173000,70.63492063492063,91.51440074326416,1.6720451904204139,119.346
174000,70.93253968253968,91.54537008361721,1.6572680354620493,120.034
175000,71.03174603174604,91.62279343449985,1.6409803034213202,120.722
176000,71.13095238095238,91.62279343449985,1.6465047894892835,121.41
177000,71.13095238095238,91.62279343449985,1.6406058540331987,122.094
178000,71.52777777777779,91.70021678538247,1.6365943910831784,122.785
179000,71.32936507936508,91.715701455559,1.6303256194379119,123.469
180000,71.62698412698413,91.73118612573552,1.6120364799344225,124.156
181000,71.62698412698413,91.66924744502943,1.6076148387124831,124.842
182000,72.02380952380952,91.80860947661816,1.6032322916114627,125.526
183000,71.92460317460318,91.79312480644163,1.608157807161379,126.206
184000,71.82539682539682,91.85506348714773,1.613703900847192,126.891
185000,72.02380952380952,91.9015174976773,1.6118162592509575,127.571
186000,72.42063492063492,91.99442551873645,1.5923284293895659,128.254
187000,72.71825396825396,91.91700216785382,1.5691882913867843,128.936
188000,72.91666666666666,91.9634561783834,1.5502827639329742,129.623
189000,73.01587301587301,92.00991018891298,1.547215453644347,130.318
190000,73.4126984126984,92.05636419944256,1.527831507635845,131.005
191000,73.31349206349206,92.05636419944256,1.5217891215749872,131.697
192000,73.21428571428571,92.05636419944256,1.5169335182118355,132.385
193000,73.21428571428571,92.05636419944256,1.5154937199677134,133.071
194000,73.4126984126984,92.05636419944256,1.505211313478963,133.757
195000,73.61111111111111,92.13378755032518,1.5067173204450988,134.442
196000,74.10714285714286,92.2112109012078,1.5011299620863174,135.13
197000,73.80952380952381,92.19572623103129,1.51124663596186,135.811
198000,74.50396825396825,92.33508826262,1.4980345567019178,136.494
199000,74.20634920634922,92.2731495819139,1.490125371811269,137.181
200000,74.40476190476191,92.31960359244347,1.5015982876343923,137.868
201000,74.50396825396825,92.33508826262,1.488257377157184,138.555
202000,74.50396825396825,92.31960359244347,1.484060419096622,139.244
203000,74.50396825396825,92.31960359244347,1.4804186639911154,139.933
204000,74.70238095238095,92.36605760297306,1.475814676514031,140.621
205000,74.8015873015873,92.38154227314959,1.472295439348687,141.313
206000,74.90079365079364,92.39702694332611,1.4604719849332242,142.002
207000,74.8015873015873,92.38154227314959,1.462419682416409,142.691
208000,74.8015873015873,92.42799628367916,1.4517536372872544,143.384
209000,75.1984126984127,92.48993496438526,1.4408522198450757,144.073
210000,75.09920634920636,92.48993496438526,1.4419397344224187,144.76
211000,75.29761904761905,92.47445029420874,1.4336314858666472,145.444
212000,75.29761904761905,92.50541963456178,1.4416816251525064,146.133
213000,75.49603174603175,92.53638897491483,1.4402704692838342,146.817
214000,75.29761904761905,92.59832765562093,1.4373513594371656,147.502
215000,75.1984126984127,92.55187364509136,1.444624637106148,148.192
216000,75.1984126984127,92.48993496438526,1.4443963366882988,148.882
217000,75.09920634920636,92.5673583152679,1.4393610982010152,149.57
218000,75.1984126984127,92.55187364509136,1.4402978841896643,150.262
219000,75.39682539682539,92.61381232579747,1.438571800846655,150.956
220000,75.1984126984127,92.61381232579747,1.4401788280976149,151.653
221000,75.29761904761905,92.66026633632704,1.4419350378737283,152.341
222000,75.29761904761905,92.61381232579747,1.4371351186377994,153.027
223000,75.49603174603175,92.66026633632704,1.4271708234642801,153.714
224000,75.69444444444444,92.73768968720967,1.4305880011891128,154.404
225000,75.89285714285714,92.72220501703313,1.4247436726512135,155.091
226000,75.89285714285714,92.76865902756272,1.418785950609129,155.777
227000,75.79365079365078,92.76865902756272,1.4181356303455894,156.465
228000,76.19047619047619,92.84608237844535,1.408749413826756,157.152
229000,76.28968253968253,92.86156704862186,1.4057716017855462,157.839
230000,76.38888888888889,92.89253638897492,1.3931520628086882,158.53
231000,76.19047619047619,92.92350572932796,1.393675452658706,159.226
232000,76.28968253968253,92.96995973985754,1.389734249489339,159.913
233000,76.28968253968253,92.93899039950449,1.3840146990125322,160.601
234000,76.28968253968253,92.93899039950449,1.3839810555783207,161.287
235000,76.28968253968253,92.93899039950449,1.3805132729737868,161.976
236000,76.19047619047619,92.92350572932796,1.3814769211614222,162.67
237000,76.28968253968253,92.93899039950449,1.3690338809140643,163.362
238000,76.38888888888889,92.90802105915144,1.3572644643424385,164.051
239000,76.19047619047619,92.93899039950449,1.3598812905276807,164.737
240000,76.38888888888889,92.96995973985754,1.3524026724009643,165.427
241000,76.5873015873016,92.96995973985754,1.3456877181391287,166.118
242000,76.48809523809523,92.96995973985754,1.340730062790334,166.807
243000,76.5873015873016,92.96995973985754,1.346937365027434,167.494
244000,76.88492063492063,93.03189842056364,1.3452823684649007,168.184
245000,76.5873015873016,93.0009290802106,1.3468400452242877,168.876
246000,76.78571428571429,93.01641375038712,1.3427820717050243,169.563
247000,76.98412698412699,93.07835243109321,1.338288297980915,170.255
248000,77.18253968253968,93.10932177144626,1.327978331674055,170.943
249000,77.28174603174604,93.1248064416228,1.319584080042877,171.631
250000,77.08333333333334,93.06286776091669,1.317319576842542,172.319
251000,77.38095238095238,93.1867451223289,1.3148087210016492,173.013
252000,77.38095238095238,93.1867451223289,1.306633962785601,173.701
253000,77.57936507936508,93.17126045215237,1.3045231460527114,174.392
254000,77.48015873015873,93.1867451223289,1.2906010591579176,175.082
255000,77.77777777777779,93.27965314338805,1.2994736181553612,175.773
256000,77.67857142857143,93.23319913285847,1.292078359111467,176.47
257000,77.57936507936508,93.26416847321151,1.2939600243509797,177.16
258000,77.57936507936508,93.26416847321151,1.293991516791593,177.854
259000,77.77777777777779,93.29513781356457,1.288770643325396,178.541
260000,77.77777777777779,93.248683803035,1.2835603219084122,179.234
261000,77.57936507936508,93.26416847321151,1.2871177997497019,179.927
262000,77.77777777777779,93.3106224837411,1.2876858458514435,180.62
263000,77.77777777777779,93.32610715391763,1.2816964367179076,181.311
264000,77.97619047619048,93.34159182409415,1.2783464234008977,182.002
265000,77.87698412698413,93.29513781356457,1.278843660859465,182.689
266000,77.67857142857143,93.34159182409415,1.2744735979426125,183.38
267000,77.97619047619048,93.41901517497678,1.2714672317020432,184.07
268000,78.07539682539682,93.46546918550635,1.2741888034008015,184.753
269000,78.07539682539682,93.4344998451533,1.2805049998721048,185.442
270000,78.07539682539682,93.46546918550635,1.2682898030216092,186.131
271000,78.17460317460318,93.48095385568287,1.2637833622128618,186.82
272000,78.37301587301587,93.4964385258594,1.2623381065684272,187.511
273000,78.07539682539682,93.44998451532982,1.2638827842227502,188.201
274000,78.47222222222221,93.4964385258594,1.259310363065849,188.89
275000,78.57142857142857,93.48095385568287,1.2593052991699043,189.582
276000,78.57142857142857,93.4964385258594,1.2631132398956932,190.275
277000,78.76984126984127,93.5583772065655,1.2613789164714144,190.965
278000,79.06746031746032,93.63580055744812,1.2538812229280156,191.656
279000,79.26587301587301,93.63580055744812,1.2477109404273257,192.352
280000,79.26587301587301,93.69773923815423,1.2458525560330147,193.044
281000,79.16666666666666,93.69773923815423,1.2475415933496863,193.732
282000,79.16666666666666,93.68225456797771,1.2488356108106244,194.421
283000,79.16666666666666,93.66676989780117,1.2485124674135573,195.11
284000,79.26587301587301,93.68225456797771,1.2428556920586369,195.793
285000,78.96825396825396,93.66676989780117,1.2333950131279998,196.481
286000,79.36507936507937,93.72870857850728,1.2192880072605201,197.173
287000,79.56349206349206,93.72870857850728,1.212089052505815,197.866
288000,79.56349206349206,93.77516258903685,1.215096640036599,198.556
289000,79.86111111111111,93.8061319293899,1.2152659081747572,199.242
290000,79.86111111111111,93.82161659956643,1.2141050674345435,199.928
291000,79.76190476190477,93.85258593991948,1.222274293103315,200.616
292000,79.76190476190477,93.86807061009601,1.2230738530915453,201.34
293000,79.86111111111111,93.83710126974294,1.2061900517538058,202.07
294000,79.76190476190477,93.83710126974294,1.2149187945741085,202.768
295000,79.76190476190477,93.83710126974294,1.2177644589927497,203.465
296000,80.15873015873017,93.91452462062558,1.2093737625872865,204.16
297000,80.35714285714286,93.94549396097864,1.2076531883346884,204.855
298000,80.2579365079365,93.9300092908021,1.2025557857314595,205.545
299000,80.55555555555556,93.97646330133168,1.1971433288791598,206.239
300000,80.55555555555556,93.99194797150821,1.1951893722945721,206.929
301000,80.55555555555556,94.02291731186125,1.191715949171051,207.628
302000,80.65476190476191,94.03840198203778,1.1844430114507483,208.331
303000,80.65476190476191,94.02291731186125,1.1748734958724232,209.021
304000,80.75396825396825,94.0538866522143,1.1748751021202062,209.717
305000,80.75396825396825,94.03840198203778,1.1667185657614632,210.41
306000,80.65476190476191,93.99194797150821,1.1649076048687137,211.11
307000,80.75396825396825,94.03840198203778,1.1606453039891294,211.802
308000,80.75396825396825,93.97646330133168,1.1499026520879265,212.5
309000,80.85317460317461,93.99194797150821,1.1493916886435431,213.201
310000,80.65476190476191,94.03840198203778,1.150234653389559,213.897
311000,80.85317460317461,94.10034066274389,1.1449775031804261,214.595
312000,80.95238095238095,94.10034066274389,1.146711812791704,215.293
313000,80.85317460317461,94.0538866522143,1.1419068644549497,215.996
314000,81.0515873015873,94.11582533292041,1.1386948105576253,216.692
315000,81.34920634920636,94.14679467327346,1.1388036330312548,217.387
316000,81.25,94.10034066274389,1.1404102470976119,218.079
317000,81.15079365079364,94.06937132239084,1.1453890029169296,218.775
318000,81.25,94.08485599256736,1.141585923184397,219.467
319000,81.25,94.19324868380303,1.1398649128780947,220.16
320000,81.25,94.19324868380303,1.139955742313375,220.861
321000,81.15079365079364,94.19324868380303,1.147935788932645,221.555
322000,81.25,94.17776401362651,1.1399465103250241,222.256
323000,81.25,94.14679467327346,1.1371974157097566,222.958
324000,81.25,94.22421802415609,1.1325493061686092,223.65
325000,81.34920634920636,94.20873335397955,1.1304238341270325,224.349
326000,81.25,94.17776401362651,1.1275138193164813,225.046
327000,81.34920634920636,94.20873335397955,1.1278177737171522,225.74
328000,81.4484126984127,94.2397026943326,1.1246545120203266,226.434
329000,81.54761904761905,94.2397026943326,1.1155354922291072,227.134
330000,81.54761904761905,94.22421802415609,1.119651986671687,227.822
331000,81.54761904761905,94.22421802415609,1.1125948763386775,228.511
332000,81.54761904761905,94.2397026943326,1.1146590817526218,229.201
333000,81.34920634920636,94.2397026943326,1.122827296630999,229.891
334000,81.4484126984127,94.27067203468566,1.1112203503706501,230.578
335000,81.34920634920636,94.19324868380303,1.1081968215822668,231.27
336000,81.4484126984127,94.25518736450914,1.10500460948487,231.954
337000,81.4484126984127,94.30164137503871,1.1103666471534175,232.647
338000,81.4484126984127,94.30164137503871,1.1077447443433024,233.339
339000,81.4484126984127,94.27067203468566,1.1043668032062544,234.036
340000,81.54761904761905,94.30164137503871,1.1059861045851516,234.733
341000,81.4484126984127,94.31712604521523,1.1080404517391047,235.429
342000,81.64682539682539,94.37906472592134,1.1056037924580806,236.121
343000,81.64682539682539,94.39454939609786,1.1007533506787996,236.811
344000,81.54761904761905,94.37906472592134,1.099754903349846,237.505
345000,81.54761904761905,94.3635800557448,1.1001487191046326,238.198
346000,81.64682539682539,94.3635800557448,1.0976910165744584,238.886
347000,81.74603174603175,94.37906472592134,1.095575423220989,239.579
348000,81.74603174603175,94.3635800557448,1.0930348636792402,240.27
349000,81.74603174603175,94.34809538556829,1.0866737179969095,240.96
350000,81.74603174603175,94.34809538556829,1.089324961787493,241.653
351000,81.64682539682539,94.31712604521523,1.0853809984440692,242.345
352000,81.74603174603175,94.37906472592134,1.0841071070938675,243.043
353000,81.74603174603175,94.44100340662744,1.0824042656082489,243.735
354000,81.64682539682539,94.41003406627438,1.0903976414270944,244.423
355000,81.84523809523809,94.42551873645091,1.0875545742258719,245.112
356000,81.64682539682539,94.41003406627438,1.0820418059158936,245.802
357000,81.64682539682539,94.41003406627438,1.0815743337974242,246.498
358000,81.84523809523809,94.4719727469805,1.0790751493052786,247.201
359000,81.84523809523809,94.48745741715702,1.0775231040894058,247.896
360000,81.84523809523809,94.44100340662744,1.0763895736314917,248.589
361000,81.94444444444444,94.45648807680396,1.0769691243166726,249.282
362000,81.94444444444444,94.42551873645091,1.074516087987052,249.976
363000,82.04365079365078,94.4719727469805,1.0676296102322345,250.672
364000,82.2420634920635,94.48745741715702,1.0617052956430932,251.365
365000,82.04365079365078,94.4719727469805,1.0556208618327074,252.053
366000,82.14285714285714,94.50294208733354,1.0570004767490337,252.75
367000,82.14285714285714,94.53391142768659,1.0591719657527383,253.446
368000,82.14285714285714,94.50294208733354,1.0589277630380738,254.147
369000,82.04365079365078,94.50294208733354,1.0569354652514993,254.842
370000,81.94444444444444,94.50294208733354,1.0601515544660163,255.542
371000,81.84523809523809,94.44100340662744,1.064753210548182,256.239
372000,81.94444444444444,94.51842675751007,1.0597491596311144,256.935
373000,82.14285714285714,94.51842675751007,1.0571689181536832,257.627
374000,82.14285714285714,94.54939609786311,1.0614912461379198,258.317
375000,82.14285714285714,94.54939609786311,1.0607268019462115,259.009
376000,82.04365079365078,94.56488076803964,1.054609776675407,259.701
377000,82.04365079365078,94.54939609786311,1.0543262217926714,260.389
378000,82.14285714285714,94.61133477856922,1.0540548097073237,261.087
379000,82.14285714285714,94.61133477856922,1.0560936288869895,261.775
380000,82.04365079365078,94.58036543821616,1.0511166262740679,262.467
381000,82.44047619047619,94.62681944874575,1.047376757844321,263.173
382000,82.44047619047619,94.62681944874575,1.04920853589221,263.878
383000,82.44047619047619,94.59585010839268,1.041186589657398,264.571
384000,82.53968253968253,94.62681944874575,1.03608839114178,265.265
385000,82.63888888888889,94.61133477856922,1.037586378628338,265.962
386000,82.53968253968253,94.61133477856922,1.0300226174580984,266.654
387000,82.53968253968253,94.61133477856922,1.0275147470546655,267.347
388000,82.53968253968253,94.56488076803964,1.0207969425820131,268.037
389000,82.63888888888889,94.56488076803964,1.0211370152731567,268.73
390000,82.73809523809523,94.62681944874575,1.0266112136170984,269.421
391000,82.73809523809523,94.6577887890988,1.027826971613228,270.114
392000,82.93650793650794,94.67327345927532,1.022834973697969,270.802
393000,82.8373015873016,94.67327345927532,1.0190605863227669,271.497
394000,82.8373015873016,94.67327345927532,1.0217109810185063,272.192
395000,82.73809523809523,94.64230411892227,1.0213134010699383,272.882
396000,82.53968253968253,94.64230411892227,1.0220581372601443,273.58
397000,82.73809523809523,94.67327345927532,1.0241223519595926,274.283
398000,82.63888888888889,94.67327345927532,1.0239027270575727,274.979
399000,82.44047619047619,94.6577887890988,1.0249673826872456,275.67
400000,82.44047619047619,94.6577887890988,1.0256357757546528,276.363
401000,82.53968253968253,94.61133477856922,1.021022201856202,277.061
402000,82.73809523809523,94.6577887890988,1.0154457974352065,277.757
403000,82.73809523809523,94.70424279962837,1.0111072982188767,278.456
404000,82.8373015873016,94.7197274698049,1.01115616619482,279.155
405000,82.93650793650794,94.75069681015795,1.005568446854426,279.85
406000,83.43253968253968,94.82812016104057,1.0018527955418715,280.546
407000,82.8373015873016,94.75069681015795,1.0030764144051316,281.242
408000,83.23412698412699,94.78166615051099,1.0046891073529487,281.931
409000,83.43253968253968,94.81263549086405,1.0026456426834145,282.626
410000,83.23412698412699,94.81263549086405,1.004391696920022,283.321
411000,83.43253968253968,94.84360483121709,1.0005804134160938,284.014
412000,83.53174603174604,94.84360483121709,1.0037945272415008,284.712
413000,83.43253968253968,94.81263549086405,1.0004238576772269,285.408
414000,83.53174603174604,94.87457417157015,1.0037492559882226,286.107
415000,83.43253968253968,94.87457417157015,1.006484813558465,286.801
416000,83.13492063492063,94.81263549086405,1.0110006321422766,287.495
417000,83.33333333333334,94.81263549086405,1.0075772267356762,288.189
418000,83.33333333333334,94.82812016104057,1.007571107678438,288.883
419000,83.33333333333334,94.82812016104057,1.0052270312138996,289.572
420000,83.43253968253968,94.87457417157015,1.005028794464327,290.276
421000,83.73015873015873,94.9055435119232,1.0029257091707209,290.975
422000,83.82936507936508,94.9055435119232,1.0004273615078632,291.668
423000,83.63095238095238,94.89005884174667,1.0064249264475242,292.365
424000,83.92857142857143,94.96748219262929,1.0008591840824979,293.06
425000,83.82936507936508,94.96748219262929,0.9986882277311698,293.752
426000,84.12698412698413,94.98296686280582,0.992327875540894,294.441
427000,84.02777777777779,94.98296686280582,0.9899799475981771,295.134
428000,84.12698412698413,94.98296686280582,0.9874325539800124,295.831
429000,84.22619047619048,94.99845153298234,0.9888225006865503,296.527
430000,84.22619047619048,94.99845153298234,0.9898178030587719,297.224
431000,83.92857142857143,94.93651285227625,0.992810576681146,297.914
432000,84.12698412698413,95.0294208733354,0.9873067251487538,298.607
433000,84.22619047619048,95.0294208733354,0.9854730504441945,299.294
434000,84.32539682539682,95.04490554351193,0.9838618120395506,299.991
435000,84.32539682539682,95.07587488386497,0.9812672168511596,300.685
436000,84.22619047619048,95.10684422421802,0.9855816026938258,301.38
437000,84.02777777777779,95.07587488386497,0.9852562739515629,302.076
