Teties,,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
0,1.587301587,1.672344379,11.95989234,0.268
1000,10.41666667,31.91390523,9.366387372,2.094
2000,15.37698413,46.3146485,8.530814703,3.929
3000,19.64285714,56.25580675,8.2242791,5.744
4000,21.03174603,62.18643543,7.867170829,7.564
5000,24.00793651,66.21244967,7.534580541,9.384
6000,24.90079365,68.5351502,7.35347274,11.211
7000,24.30555556,71.0281821,7.10932647,13.039
8000,25.09920635,73.05667389,6.968015071,14.872
9000,24.90079365,73.89284608,6.785098785,16.699
10000,25.5952381,74.51223289,6.540307287,18.529
11000,25.79365079,75.82842985,6.42355169,20.351
12000,25.99206349,76.69557138,6.235382494,22.172
13000,26.88492063,77.40786621,6.085839085,23.992
14000,26.68650794,77.70207495,5.890361082,25.817
15000,26.98412698,77.99628368,5.702429584,27.64
16000,27.48015873,78.60018582,5.6714752,29.472
17000,28.17460317,78.58470115,5.475389812,31.303
18000,28.67063492,79.74605141,5.462742394,33.136
19000,28.47222222,79.59120471,5.268381105,34.962
20000,29.06746032,80.22607618,5.169671207,36.781
21000,30.25793651,80.7370703,5.10170192,38.606
22000,30.55555556,81.06224837,4.999997913,40.432
23000,31.54761905,81.10870238,4.868034552,42.254
24000,32.73809524,81.37194178,4.781035092,44.11
25000,33.13492063,81.97584391,4.7078533,45.944
26000,33.82936508,81.96035924,4.598186777,47.794
27000,34.32539683,81.88293589,4.49740413,49.634
28000,34.62301587,82.47135336,4.455561554,51.498
29000,35.41666667,82.59523072,4.359009377,53.334
30000,35.61507937,82.54877671,4.234957321,55.184
31000,36.70634921,82.82750077,4.190340614,57.01
32000,36.40873016,82.82750077,4.131443875,58.828
33000,36.80555556,82.61071539,4.042436705,60.653
34000,37.1031746,83.04428616,3.99064036,62.477
35000,37.59920635,83.33849489,3.930391418,64.303
36000,38.19444444,83.30752555,3.833422172,66.121
37000,38.98809524,83.75658098,3.836346668,67.955
38000,39.18650794,83.67915763,3.722530622,69.777
39000,39.88095238,84.19015175,3.730445909,71.599
40000,39.38492063,84.14369774,3.706508298,73.43
41000,39.68253968,84.25209043,3.651403147,75.282
42000,40.07936508,84.32951378,3.592369657,77.128
43000,40.97222222,84.59275317,3.511801795,78.972
44000,40.97222222,84.65469186,3.522975471,80.805
45000,40.57539683,84.56178383,3.440580411,82.639
46000,41.36904762,84.77856922,3.432361034,84.475
47000,42.26190476,85.01083927,3.379370503,86.314
48000,41.46825397,84.77856922,3.327342777,88.148
49000,41.96428571,84.93341592,3.289979723,89.981
50000,43.3531746,85.28956333,3.249713533,91.82
51000,42.85714286,85.41344069,3.243093063,93.67
52000,43.5515873,85.19665531,3.174495486,95.507
53000,44.74206349,85.38247135,3.169054255,97.348
54000,44.84126984,85.63022608,3.145202777,99.182
55000,45.13888889,85.8779808,3.103012787,101.021
56000,45.23809524,85.8779808,3.063222643,102.859
57000,45.93253968,85.90895014,3.003400732,104.707
58000,46.13095238,86.15670486,2.987374411,106.542
59000,46.72619048,86.20315887,2.972592408,108.386
60000,46.52777778,86.48188294,2.971040392,110.221
61000,47.02380952,86.24961288,2.890637302,112.059
62000,47.91666667,86.66769898,2.891474746,113.905
63000,47.81746032,86.74512233,2.876883414,115.742
64000,48.11507937,86.6057603,2.830040929,117.579
65000,48.71031746,86.68318365,2.827370175,119.427
66000,47.81746032,86.72963766,2.855450826,121.265
67000,48.61111111,86.79157634,2.788288487,123.102
68000,49.00793651,86.82254568,2.786447363,124.948
69000,49.50396825,86.77609167,2.717149154,126.784
70000,50.1984127,87.03933106,2.696308144,128.624
71000,50.1984127,87.28708579,2.700843617,130.461
72000,50.69444444,87.3335398,2.668267701,132.303
73000,51.09126984,87.53484051,2.66062046,134.143
74000,51.38888889,87.59677919,2.618636474,135.978
75000,51.78571429,87.56580985,2.592556787,137.811
76000,52.48015873,87.82904924,2.612691775,139.659
77000,53.27380952,87.82904924,2.536388151,141.502
78000,54.06746032,87.9529266,2.488837665,143.339
79000,55.05952381,88.12325797,2.480740056,145.179
80000,54.06746032,87.93744193,2.441139072,147.016
81000,54.36507937,88.07680396,2.452260951,148.877
82000,53.96825397,88.216166,2.474141438,150.717
83000,55.45634921,88.49489006,2.442535483,152.557
84000,55.6547619,88.54134407,2.412589615,154.401
85000,56.94444444,88.58779808,2.357251652,156.24
86000,56.6468254,88.47940539,2.333406572,158.084
87000,56.54761905,88.58779808,2.342187429,159.922
88000,57.63888889,88.82006813,2.332110251,161.769
89000,57.44047619,88.85103747,2.311867486,163.608
90000,58.03571429,88.88200681,2.30688053,165.447
91000,58.33333333,88.9903995,2.276313317,167.294
92000,58.53174603,89.00588417,2.279500439,169.128
93000,58.43253968,89.11427687,2.27463969,170.962
94000,59.52380952,89.23815423,2.228493699,172.806
95000,58.03571429,89.17621555,2.261794076,174.647
96000,58.53174603,89.11427687,2.258270152,176.482
97000,59.22619048,89.19170022,2.233357294,178.321
98000,59.32539683,89.48590895,2.243938375,180.154
99000,59.82142857,89.42397027,2.228242635,181.999
100000,59.62301587,89.42397027,2.210406643,183.828
101000,59.72222222,89.30009291,2.188183474,185.665
102000,61.11111111,89.64075565,2.154313685,187.508
103000,61.40873016,89.60978631,2.162083887,189.338
104000,61.30952381,89.59430164,2.130699119,191.175
105000,61.40873016,89.57881697,2.117531861,193.013
106000,61.30952381,89.91947972,2.121951497,194.852
107000,62.3015873,89.90399504,2.101567634,196.69
108000,62.99603175,89.88851037,2.036372763,198.525
109000,62.8968254,89.8730257,2.056520282,200.355
110000,63.0952381,89.79560235,2.039333439,202.188
111000,63.29365079,90.01238774,2.020251235,204.024
112000,63.29365079,90.07432642,2.023776899,205.857
113000,62.79761905,90.1362651,2.040316433,207.69
114000,63.39285714,90.16723444,2.016495511,209.531
115000,63.0952381,90.07432642,1.993509969,211.363
116000,64.28571429,90.22917312,1.963562859,213.199
117000,64.08730159,90.16723444,1.963745458,215.033
118000,64.18650794,90.21368845,1.988936133,216.877
119000,63.78968254,90.43047383,1.987772938,218.708
120000,64.08730159,90.36853515,1.954560301,220.541
121000,64.08730159,90.38401982,1.93719855,222.379
122000,65.07936508,90.6008052,1.919672433,224.215
123000,64.18650794,90.33756581,1.92646683,226.049
124000,64.28571429,90.39950449,1.919892981,227.884
125000,64.78174603,90.58532053,1.927047365,229.722
126000,64.38492063,90.41498916,1.937528866,231.561
127000,64.68253968,90.49241251,1.883722758,233.396
128000,64.98015873,90.46144317,1.86561255,235.232
129000,65.37698413,90.58532053,1.879228928,237.068
130000,65.07936508,90.56983586,1.881805161,238.906
131000,65.47619048,90.61628987,1.879707082,240.738
132000,66.07142857,90.70919789,1.87953933,242.578
133000,65.57539683,90.55435119,1.858712884,244.411
134000,65.77380952,90.7556519,1.874221808,246.252
135000,66.56746032,90.7556519,1.836919025,248.09
136000,66.26984127,90.69371322,1.804391537,249.921
137000,66.46825397,90.83307526,1.793034206,251.777
138000,66.36904762,90.84855993,1.807920789,253.616
