,,,
Antal H lag: 1|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.109,0.16577715,4.166667
1000,3.056,0.028659938,5.7539682
2000,5.999,0.028488817,6.448413
3000,8.91,0.028253011,12.103174
4000,11.818,0.028366556,11.011905
5000,14.738,0.0285284,11.309524
6000,17.655,0.028103365,14.384921
7000,20.558,0.027905913,15.873016
8000,23.478,0.028006442,18.551586
9000,26.387,0.028060501,17.65873
,,,
Antal H lag: 1|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.203,0.1342521,1.1904762
1000,4.388,0.028469982,5.555556
2000,8.489,0.028273268,8.829365
3000,12.559,0.028000107,13.293651
4000,16.671,0.027745733,17.162699
5000,20.786,0.027829096,21.031746
6000,24.882,0.026832892,23.11508
7000,28.998,0.026978783,24.702381
8000,33.098,0.026945923,24.801586
9000,37.212,0.02650728,26.289684
,,,
Antal H lag: 1|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.299,0.07914,3.1746035
1000,5.563,0.028686013,14.186507
2000,10.852,0.027749423,22.81746
3000,16.128,0.026884649,25.59524
4000,21.405,0.026812116,26.38889
5000,26.653,0.025985986,27.380953
6000,31.9,0.02557982,27.480158
7000,37.169,0.025543883,27.18254
8000,42.459,0.025412474,27.281746
9000,47.777,0.025412919,27.083334
,,,
Antal H lag: 1|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.394,0.08081009,2.6785715
1000,6.877,0.028692747,10.714286
2000,13.348,0.02708816,18.551586
3000,19.782,0.026606908,24.206348
4000,26.234,0.026133232,25.793652
5000,32.66,0.026102021,25.992064
6000,39.175,0.025287624,26.38889
7000,45.596,0.025438499,26.785713
8000,52.014,0.025214085,27.579365
9000,58.421,0.024781924,27.281746
,,,
Antal H lag: 2|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.111,0.14464787,3.7698414
1000,3.09,0.028402604,2.777778
2000,6.069,0.028349644,2.777778
3000,9.024,0.028158477,2.777778
4000,11.973,0.028307172,2.777778
5000,14.919,0.028339664,2.777778
6000,17.884,0.028620679,2.777778
7000,20.883,0.028636478,2.777778
8000,23.843,0.0282971,6.1507936
9000,26.831,0.028265001,8.035714
,,,
Antal H lag: 2|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.209,0.10765844,2.777778
1000,4.403,0.028360186,2.777778
2000,8.623,0.02829382,4.6626987
3000,12.896,0.028349727,2.777778
4000,17.114,0.028098913,8.035714
5000,21.258,0.02800612,12.79762
6000,25.447,0.027506186,16.269842
7000,29.76,0.027574476,14.484127
8000,33.948,0.027619842,18.75
9000,38.134,0.027102618,21.626984
,,,
Antal H lag: 2|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.315,0.100633964,2.777778
1000,5.73,0.028187826,6.746032
2000,11.171,0.028011365,6.448413
3000,16.622,0.027329575,16.269842
4000,22.024,0.027425077,16.369047
5000,27.474,0.027182635,21.329365
6000,32.862,0.02698884,20.436508
7000,38.258,0.02656676,23.511904
8000,43.65,0.02687528,21.428572
9000,49.04,0.026430769,25.793652
,,,
Antal H lag: 2|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.409,0.06736976,2.0833335
1000,7.058,0.028098634,4.166667
2000,13.709,0.02785329,11.5079365
3000,20.369,0.027705789,13.59127
4000,26.999,0.027277697,20.734127
5000,33.651,0.026730146,21.626984
6000,40.313,0.026185697,22.718254
7000,46.95,0.0257568,26.091269
8000,53.606,0.025551038,25.793652
9000,60.258,0.025205268,27.083334
,,,
Antal H lag: 3|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.113,0.15389103,2.777778
1000,3.136,0.0283146,2.777778
2000,6.136,0.028410304,2.777778
3000,9.135,0.028329737,2.777778
4000,12.166,0.02842816,2.777778
5000,15.176,0.02840536,2.777778
6000,18.206,0.028419891,2.777778
7000,21.209,0.028533624,2.777778
8000,24.232,0.028542258,2.777778
9000,27.234,0.02847018,2.777778
,,,
Antal H lag: 3|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.215,0.105373956,2.777778
1000,4.484,0.028303681,2.777778
2000,8.735,0.028366761,2.777778
3000,12.99,0.028802823,2.777778
4000,17.217,0.028253146,3.8690476
5000,21.457,0.028264446,2.777778
6000,25.719,0.028423026,2.777778
7000,30.019,0.028053002,5.555556
8000,34.213,0.02811311,7.2420635
9000,38.407,0.028127303,5.654762
,,,
Antal H lag: 3|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.312,0.08934082,2.777778
1000,5.78,0.028038615,2.3809524
2000,11.277,0.028272027,5.555556
3000,16.77,0.028209765,5.7539682
4000,22.224,0.028409362,4.3650794
5000,27.7,0.02821005,7.936508
6000,33.195,0.028164841,7.440476
7000,38.669,0.02826252,8.829365
8000,44.176,0.02834561,12.103174
9000,49.662,0.028156321,12.698414
,,,
Antal H lag: 3|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.417,0.051600654,2.579365
1000,7.237,0.02815735,2.777778
2000,14.041,0.028313592,3.1746035
3000,20.854,0.028237572,2.777778
4000,27.684,0.027659843,6.5476193
5000,34.485,0.02776607,13.293651
6000,41.317,0.02775935,11.706349
7000,48.137,0.027448222,19.742064
8000,54.989,0.027030468,23.11508
9000,61.825,0.027241271,21.825397
