,,,
Antal H lag: 1|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.109,0.1600411,2.777778
1000,3.051,0.028620718,2.579365
2000,5.987,0.028611228,3.8690476
3000,8.94,0.028630929,2.9761906
4000,11.935,0.0287091,3.0753968
5000,14.871,0.028708357,5.2579365
6000,17.821,0.028911669,5.15873
7000,20.758,0.028638616,4.9603176
8000,23.708,0.028968805,5.15873
9000,26.63,0.028822519,6.051587
,,,
Antal H lag: 1|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.204,0.12218713,3.1746035
1000,4.296,0.028361551,10.515873
2000,8.395,0.027823342,17.36111
3000,12.485,0.02756109,21.72619
4000,16.631,0.027799593,24.107143
5000,20.725,0.02689247,25.396828
6000,24.843,0.026635269,24.702381
7000,28.988,0.026569443,25.099205
8000,33.092,0.026379505,25.992064
9000,37.226,0.026516795,25.496033
,,,
Antal H lag: 1|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.301,0.10284655,2.9761906
1000,5.76,0.028549181,9.126985
2000,10.994,0.028026666,15.376984
3000,16.246,0.02741828,22.718254
4000,21.508,0.026566355,26.091269
5000,26.778,0.025917578,27.480158
6000,32.028,0.025698176,27.480158
7000,37.398,0.025475353,27.18254
8000,42.652,0.025123075,27.380953
9000,47.902,0.025215695,27.579365
,,,
Antal H lag: 1|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.394,0.0980673,2.777778
1000,6.838,0.027945576,14.68254
2000,13.236,0.027683899,20.436508
3000,19.665,0.02681277,24.702381
4000,26.078,0.026137235,26.38889
5000,32.497,0.025454301,27.083334
6000,38.908,0.025113007,27.67857
7000,45.451,0.024965394,27.579365
8000,51.94,0.024490407,27.579365
9000,58.362,0.024480179,27.67857
,,,
Antal H lag: 2|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.113,0.17415228,2.777778
1000,3.066,0.02820738,2.777778
2000,6.024,0.028365146,2.777778
3000,8.998,0.028399272,2.6785715
4000,11.967,0.028279828,2.9761906
5000,14.935,0.028472729,4.0674605
6000,17.896,0.028420616,2.777778
7000,20.844,0.02831479,2.777778
8000,23.816,0.028462913,2.777778
9000,26.771,0.02833187,2.777778
,,,
Antal H lag: 2|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.21,0.111649334,2.3809524
1000,4.4,0.028402667,2.777778
2000,8.571,0.028170735,2.777778
3000,12.774,0.028259244,5.555556
4000,17.034,0.028089982,8.134921
5000,21.211,0.028077146,9.4246025
6000,25.392,0.028156992,14.484127
7000,29.599,0.027887667,14.186507
8000,33.761,0.027763018,15.6746025
9000,37.962,0.027588256,16.765873
,,,
Antal H lag: 2|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.308,0.077245966,2.4801588
1000,5.681,0.028724037,2.777778
2000,11.045,0.027932262,6.448413
3000,16.426,0.027667444,13.095239
4000,21.909,0.027421964,15.6746025
5000,27.287,0.026928363,20.734127
6000,32.632,0.026946023,20.93254
7000,37.972,0.026441189,24.603174
8000,43.31,0.02659769,24.900795
9000,48.675,0.026133906,26.190477
,,,
Antal H lag: 2|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.406,0.077636614,3.0753968
1000,7.004,0.02815283,3.373016
2000,13.587,0.027558628,13.988095
3000,20.172,0.027188445,23.11508
4000,26.765,0.026966358,22.916668
5000,33.364,0.026485194,23.214285
6000,39.948,0.026682211,26.38889
7000,46.586,0.026410487,26.091269
8000,53.174,0.026152238,26.38889
9000,59.767,0.026161801,26.88492
,,,
Antal H lag: 3|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.113,0.15378533,1.0912699
1000,3.073,0.028215893,2.777778
2000,6.023,0.028184935,2.777778
3000,8.988,0.028340138,2.777778
4000,11.948,0.028217882,2.777778
5000,14.914,0.028329981,2.777778
6000,17.891,0.028404485,2.777778
7000,20.847,0.028262822,2.777778
8000,23.815,0.028328313,2.777778
9000,26.772,0.028376963,2.777778
,,,
Antal H lag: 3|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.212,0.108651206,2.777778
1000,4.403,0.02854575,2.777778
2000,8.633,0.028212396,2.777778
3000,12.866,0.028498884,2.777778
4000,17.078,0.028312305,5.357143
5000,21.303,0.028388623,2.777778
6000,25.51,0.028460307,2.777778
7000,29.715,0.02817072,2.777778
8000,33.942,0.028502699,4.6626987
9000,38.14,0.028118966,7.2420635
,,,
Antal H lag: 3|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.313,0.089870736,2.0833335
1000,5.748,0.028617144,3.4722223
2000,11.198,0.02815208,2.777778
3000,16.684,0.028216284,4.464286
4000,22.155,0.028470613,6.6468253
5000,27.617,0.028031006,6.25
6000,33.202,0.028093511,7.638889
7000,38.687,0.028509604,8.234127
8000,44.299,0.028287934,8.630952
9000,49.8,0.028285285,9.027778
,,,
Antal H lag: 3|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.428,0.06856026,2.777778
1000,7.248,0.028518768,2.777778
2000,14.011,0.028155396,2.777778
3000,20.85,0.027920287,7.34127
4000,27.647,0.028118718,9.821428
5000,34.451,0.027804203,8.234127
6000,41.305,0.027873026,8.333334
7000,48.11,0.028153896,10.515873
8000,54.943,0.027531136,16.269842
9000,61.784,0.02745703,15.079366
