Antal H lag: 1|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.109,0.13911942,3.0753968
1000,3.078,0.0287494,4.5634923
2000,5.995,0.028609136,5.2579365
3000,8.919,0.028648708,7.440476
4000,11.824,0.028624095,9.623015
5000,14.735,0.028808562,10.615079
6000,17.644,0.028439587,11.904762
7000,20.539,0.02840209,11.5079365
8000,23.465,0.02873807,12.003968
9000,26.381,0.028913142,12.400793
,,,
Antal H lag: 1|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.203,0.13670638,1.388889
1000,4.291,0.028483551,6.349207
2000,8.377,0.028399648,8.531746
3000,12.46,0.028028212,17.757936
4000,16.538,0.028102126,20.337301
5000,20.609,0.027347205,24.107143
6000,24.685,0.027023412,24.702381
7000,28.742,0.026839638,25.396828
8000,32.8,0.026616357,25.793652
9000,36.857,0.02678192,26.091269
,,,
Antal H lag: 1|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.299,0.14077339,3.1746035
1000,5.508,0.028832715,9.3253975
2000,10.768,0.028538182,15.5753975
3000,15.997,0.028415699,17.162699
4000,21.242,0.027688297,25
5000,26.447,0.027469557,24.007936
6000,31.679,0.02697817,26.488096
7000,36.884,0.02680448,26.587301
8000,42.105,0.026492478,26.984129
9000,47.322,0.026224785,26.785713
,,,
Antal H lag: 1|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.391,0.09527521,1.8849207
1000,6.808,0.027736539,14.484127
2000,13.186,0.02699872,21.924603
3000,19.718,0.02625254,25.198412
4000,26.082,0.025987558,26.38889
5000,32.445,0.025131779,26.984129
6000,38.831,0.025185218,27.083334
7000,45.362,0.025057241,27.18254
8000,51.817,0.024792394,27.281746
9000,58.208,0.02490998,27.18254
,,,
Antal H lag: 2|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.111,0.16100441,2.777778
1000,3.073,0.028329592,2.777778
2000,6.006,0.028537603,2.777778
3000,8.943,0.02854727,2.777778
4000,11.893,0.028385352,2.777778
5000,14.836,0.028378705,2.777778
6000,17.82,0.02833957,2.777778
7000,20.776,0.028416375,2.777778
8000,23.732,0.028319692,2.777778
9000,26.703,0.028387032,2.777778
,,,
Antal H lag: 2|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.211,0.1058044,2.2817461
1000,4.382,0.028429596,4.861111
2000,8.558,0.02831355,2.777778
3000,12.675,0.027996704,12.400793
4000,16.809,0.027988743,15.277778
5000,20.979,0.027702527,11.904762
6000,25.14,0.02773523,16.269842
7000,29.309,0.027394736,17.956348
8000,33.499,0.027389044,20.436508
9000,37.658,0.026977621,20.63492
,,,
Antal H lag: 2|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.305,0.091717616,2.8769841
1000,5.699,0.028640207,2.777778
2000,11.013,0.028154166,10.019841
3000,16.384,0.027677564,15.873016
4000,21.723,0.027406953,18.551586
5000,27.038,0.027341494,23.214285
6000,32.403,0.027297977,23.412699
7000,37.785,0.027000466,23.313492
8000,43.105,0.02715161,23.313492
9000,48.439,0.027049372,24.801586
,,,
Antal H lag: 2|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.405,0.062500104,2.777778
1000,7.014,0.028098984,8.928572
2000,13.68,0.02754665,12.20238
3000,20.293,0.02699159,18.15476
4000,26.948,0.026653867,23.11508
5000,33.575,0.02656421,23.214285
6000,40.186,0.026276004,25.297619
7000,46.799,0.0263207,25.892857
8000,53.356,0.025581563,27.083334
9000,59.997,0.025309669,27.380953
,,,
Antal H lag: 3|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.112,0.15686497,2.777778
1000,3.092,0.028191077,2.777778
2000,6.076,0.028555175,2.777778
3000,9.03,0.02845728,2.777778
4000,12.077,0.028434377,2.777778
5000,15.044,0.02837629,2.777778
6000,18.01,0.02833739,2.777778
7000,20.982,0.028236188,2.777778
8000,23.951,0.028377935,2.777778
9000,27.047,0.028436664,2.777778
,,,
Antal H lag: 3|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.213,0.111303695,2.777778
1000,4.467,0.028269326,2.777778
2000,8.709,0.028355094,2.777778
3000,12.942,0.028586121,2.777778
4000,17.175,0.028443955,3.373016
5000,21.352,0.02831365,2.777778
6000,25.618,0.028138485,2.777778
7000,29.824,0.028365426,4.6626987
8000,34.043,0.028255006,6.9444447
9000,38.235,0.02812759,5.555556
,,,
Antal H lag: 3|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.313,0.07979312,2.777778
1000,5.803,0.028516272,2.777778
2000,11.303,0.028283838,2.777778
3000,16.779,0.028037889,5.2579365
4000,22.26,0.028257914,5.357143
5000,27.749,0.02809957,5.654762
6000,33.264,0.028357835,5.7539682
7000,38.742,0.028469667,5.2579365
8000,44.206,0.02844395,5.654762
9000,49.701,0.028432352,7.7380953
,,,
Antal H lag: 3|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.417,0.08027607,2.777778
1000,7.276,0.028188327,0.6944445
2000,14.139,0.028733267,2.777778
3000,20.921,0.028039278,2.777778
4000,27.727,0.027868886,10.119048
5000,34.552,0.027871205,14.68254
6000,41.38,0.028059352,14.880952
7000,48.226,0.027390713,15.376984
8000,55.056,0.027440887,15.079366
9000,61.868,0.027750874,16.269842
