,,,
Antal H lag: 1|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.034,0.14468989,11.428572
1000,2.555,0.08724848,23.571428
2000,5.069,0.081826426,35
3000,7.604,0.075571306,52.857143
4000,10.119,0.07060899,66.07143
5000,12.655,0.06763814,67.5
6000,15.185,0.064422905,70
7000,17.703,0.06174903,79.64285
8000,20.221,0.060186557,79.64285
9000,22.749,0.05833953,80.35714
,,,
Antal H lag: 1|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.058,0.16684055,11.785714
1000,3.596,0.073270336,52.14286
2000,7.153,0.061514318,75.71429
3000,10.694,0.05760668,80.71429
4000,14.233,0.053899307,86.78571
5000,17.782,0.05111173,86.07143
6000,21.323,0.04909708,88.92857
7000,24.902,0.04717765,88.57143
8000,28.593,0.045727182,90.35714
9000,32.203,0.044598978,88.21429
,,,
Antal H lag: 1|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.085,0.1275171,6.7857146
1000,4.665,0.06503826,68.21429
2000,9.228,0.05179331,91.07143
3000,13.821,0.048724454,90.71429
4000,18.441,0.045736767,91.78572
5000,23.005,0.04323784,93.571434
6000,27.596,0.041764796,94.28571
7000,32.16,0.040424034,94.64286
8000,36.766,0.03916963,95.71428
9000,41.334,0.038219027,96.07143
,,,
Antal H lag: 1|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.111,0.109120116,13.571429
1000,5.744,0.045139957,86.78571
2000,11.334,0.039391115,97.5
3000,16.938,0.038615316,97.85714
4000,22.557,0.038032252,97.5
5000,28.162,0.03721368,97.85714
6000,33.767,0.03650949,97.85714
7000,39.407,0.035878073,97.85714
8000,45.011,0.03529534,98.21429
9000,50.598,0.034708064,98.21429
,,,
Antal H lag: 2|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.032,0.16409436,6.4285717
1000,2.58,0.08990925,12.5
2000,5.132,0.08857524,27.142859
3000,7.699,0.085655145,20
4000,10.246,0.08267056,23.214285
5000,12.803,0.08095725,21.428572
6000,15.351,0.079460345,21.428572
7000,17.888,0.077822566,36.42857
8000,20.448,0.07628052,43.928574
9000,22.987,0.074499495,44.642857
,,,
Antal H lag: 2|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.059,0.13960566,10
1000,3.68,0.08845365,24.285715
2000,7.342,0.084211946,22.857143
3000,10.955,0.08068884,22.857143
4000,14.589,0.07834561,41.07143
5000,18.317,0.07632154,48.214287
6000,22.01,0.0739882,52.499996
7000,25.696,0.07193489,65
8000,29.372,0.07029185,57.857143
9000,33.046,0.067899615,61.785717
,,,
Antal H lag: 2|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.087,0.13565639,10
1000,4.876,0.08529957,21.071428
2000,9.636,0.07890847,29.642857
3000,14.424,0.07277705,76.42857
4000,19.181,0.07026094,83.92857
5000,23.952,0.06813748,82.14286
6000,28.723,0.06574796,85
7000,33.494,0.06364171,83.92857
8000,38.261,0.061445285,87.14285
9000,43.058,0.059925813,86.42857
,,,
Antal H lag: 2|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.116,0.10358376,8.214286
1000,5.993,0.081780314,31.785715
2000,11.894,0.070567675,60.000004
3000,17.803,0.06311632,81.071434
4000,23.688,0.059582125,82.5
5000,29.587,0.056223612,86.07143
6000,35.891,0.054645352,85.35714
7000,41.802,0.052028503,86.78571
8000,47.632,0.05002764,90
9000,53.421,0.04850551,88.57143
,,,
Antal H lag: 3|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.032,0.16611841,10
1000,2.599,0.09032681,10
2000,5.169,0.090167426,10
3000,7.735,0.090085894,10
4000,10.303,0.09009147,10
5000,12.888,0.09016021,10
6000,15.455,0.08989886,22.142857
7000,18.022,0.0898697,18.928572
8000,20.587,0.08976832,10.357143
9000,23.162,0.08947505,20
,,,
Antal H lag: 3|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.06,0.13972433,10
1000,3.76,0.09005889,10
2000,7.435,0.09010772,10
3000,11.107,0.08998183,10
4000,14.786,0.08977673,18.928572
5000,18.469,0.08963432,16.071428
6000,22.183,0.08925124,22.5
7000,25.893,0.088171005,19.285715
8000,29.564,0.08537767,24.285715
9000,33.234,0.08160627,25.357141
,,,
Antal H lag: 3|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.089,0.13313477,10
1000,4.892,0.09001587,10
2000,9.689,0.0895417,10
3000,14.499,0.08771876,28.214285
4000,19.309,0.08457409,29.285713
5000,24.144,0.08056979,41.07143
6000,28.94,0.078499116,44.642857
7000,33.756,0.0765201,51.07143
8000,38.601,0.07465276,49.642857
9000,43.415,0.07170231,58.928574
,,,
Antal H lag: 3|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.12,0.129777,10
1000,6.111,0.0897644,6.7857146
2000,12.12,0.08847381,22.5
3000,18.112,0.08633729,22.142857
4000,24.115,0.08120667,36.42857
5000,30.119,0.07833675,44.285713
6000,36.112,0.0737616,60.000004
7000,42.098,0.07038943,51.428574
8000,48.118,0.06578504,71.78571
9000,54.126,0.06357869,67.14285
