,,,
Antal H lag: 1|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.031,0.15173185,6.071429
1000,2.583,0.08496817,30.357143
2000,5.136,0.0801359,46.071426
3000,7.66,0.07673143,51.428574
4000,10.193,0.07437429,52.499996
5000,12.728,0.07109906,60.000004
6000,15.259,0.06758105,66.78572
7000,17.774,0.06519092,65.35714
8000,20.288,0.06291749,71.07143
9000,22.804,0.06125683,75.71429
,,,
Antal H lag: 1|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.059,0.14823946,12.142858
1000,3.61,0.07118809,73.21429
2000,7.155,0.065122165,71.07143
3000,10.711,0.05931184,70.71428
4000,14.289,0.05336844,84.28571
5000,17.854,0.049767487,92.14285
6000,21.416,0.04845798,92.85714
7000,25.03,0.047176454,90
8000,28.574,0.045141567,95.35715
9000,32.146,0.044291113,95.71428
,,,
Antal H lag: 1|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.085,0.14244753,9.642858
1000,4.66,0.06414853,78.92857
2000,9.228,0.058663532,88.92857
3000,13.831,0.055999987,88.92857
4000,18.418,0.05325852,89.28571
5000,23.063,0.050820142,91.07143
6000,27.697,0.048814654,92.85714
7000,32.295,0.047413763,93.928566
8000,36.952,0.045607373,93.928566
9000,41.645,0.04433908,93.928566
,,,
Antal H lag: 1|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.131,0.1187409,8.214286
1000,6.453,0.054038372,87.14285
2000,12.312,0.04834225,92.5
3000,18.149,0.04637114,93.928566
4000,23.848,0.04507632,95.71428
5000,29.517,0.043863185,95
6000,35.197,0.042338233,95
7000,40.825,0.04165197,94.64286
8000,46.443,0.04013983,95
9000,52.135,0.039336767,95.35715
,,,
Antal H lag: 2|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.032,0.1739931,10
1000,2.583,0.09005971,10
2000,5.124,0.08935064,10
3000,7.691,0.08763115,30.000002
4000,10.246,0.08531399,30.000002
5000,12.785,0.082260154,27.142859
6000,15.338,0.07822661,39.285713
7000,17.91,0.073903866,52.14286
8000,20.468,0.071702406,56.785713
9000,23.047,0.07008655,50.714283
,,,
Antal H lag: 2|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.059,0.13795024,10
1000,3.695,0.088861205,16.071428
2000,7.351,0.08508585,36.07143
3000,10.971,0.08005546,43.928574
4000,14.607,0.07441553,40.714283
5000,18.263,0.06970057,49.642857
6000,21.938,0.067375556,55
7000,25.598,0.064460635,70.71428
8000,29.26,0.0627395,69.28571
9000,32.938,0.061500046,71.42857
,,,
Antal H lag: 2|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.088,0.13583769,10.357143
1000,4.801,0.086422235,39.285713
2000,9.501,0.08001041,46.071426
3000,14.227,0.073637545,50.357143
4000,19.012,0.06673657,55.35714
5000,23.717,0.062198482,55
6000,28.452,0.058080822,65.35714
7000,33.146,0.055078026,73.92857
8000,37.883,0.05264139,87.85715
9000,42.604,0.051558767,87.14285
,,,
Antal H lag: 2|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.117,0.12887117,7.5000005
1000,5.952,0.07937833,36.42857
2000,11.814,0.069383524,56.07143
3000,17.719,0.06287403,62.142857
4000,23.683,0.055207826,89.64286
5000,29.624,0.053376924,89.64286
6000,35.503,0.051350586,90
7000,41.368,0.049940165,91.07143
8000,47.255,0.048564486,94.28571
9000,53.127,0.04763195,93.571434
,,,
Antal H lag: 3|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.034,0.18253653,10
1000,2.644,0.09009135,10
2000,5.262,0.09013371,10
3000,7.869,0.09022506,10
4000,10.467,0.09001185,10
5000,13.067,0.089971535,10
6000,15.675,0.09011551,10
7000,18.28,0.089987606,10
8000,20.881,0.089938916,10
9000,23.509,0.089802615,13.214286
,,,
Antal H lag: 3|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.061,0.16460554,10
1000,3.793,0.090289965,10
2000,7.554,0.08956447,10
3000,11.299,0.08890342,18.928572
4000,15.017,0.08724953,30.357143
5000,18.733,0.084247135,32.142857
6000,22.47,0.079439655,43.928574
7000,26.209,0.07577731,47.85714
8000,29.932,0.07349391,41.07143
9000,33.661,0.07050392,50.714283
,,,
Antal H lag: 3|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.09,0.16161172,10
1000,4.961,0.09015124,10
2000,9.827,0.089857765,10.357143
3000,14.701,0.089545116,10.357143
4000,19.613,0.08910397,10
5000,24.511,0.0879486,23.571428
6000,29.397,0.08534715,43.571426
7000,34.295,0.08187075,38.57143
8000,39.183,0.07718307,41.785713
9000,44.044,0.07196372,70
,,,
Antal H lag: 3|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.124,0.1048479,10
1000,6.189,0.08893231,21.071428
2000,12.249,0.08577001,28.214285
3000,18.319,0.0805995,36.07143
4000,24.408,0.07670814,53.571426
5000,30.507,0.07345985,50
6000,36.609,0.06938299,60.35714
7000,42.681,0.06606806,66.42857
8000,48.932,0.063619606,67.14285
9000,55.052,0.061782263,63.214283
