,,,
Antal H lag: 1|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.031,0.15987055,10.357143
1000,2.578,0.08438902,24.642857
2000,5.118,0.0816766,33.571426
3000,7.66,0.0795446,32.857143
4000,10.209,0.07820797,31.785715
5000,12.743,0.07666716,38.57143
6000,15.28,0.07497881,45.714287
7000,17.817,0.07148858,59.285713
8000,20.366,0.069379,57.14286
9000,22.906,0.06704618,66.07143
,,,
Antal H lag: 1|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.058,0.14671473,12.5
1000,3.638,0.07694954,60.000004
2000,7.196,0.06887851,66.78572
3000,10.784,0.062871724,78.92857
4000,14.353,0.060084943,81.071434
5000,17.905,0.057436705,88.21429
6000,21.456,0.056107286,87.5
7000,25.014,0.05452757,88.57143
8000,28.563,0.053044375,90
9000,32.119,0.051787674,88.92857
,,,
Antal H lag: 1|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.086,0.13866992,16.428572
1000,4.67,0.069358796,61.42857
2000,9.267,0.058265004,82.5
3000,13.851,0.0532514,81.428566
4000,18.428,0.047383524,85
5000,23.039,0.043372158,88.57143
6000,27.638,0.040869743,92.85714
7000,32.259,0.038775977,93.571434
8000,36.857,0.03728917,94.64286
9000,41.558,0.035999343,94.64286
,,,
Antal H lag: 1|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.111,0.104822055,19.642857
1000,5.823,0.053934444,83.21428
2000,11.513,0.04498272,91.42857
3000,17.137,0.04186393,93.571434
4000,22.773,0.039691832,96.42857
5000,28.395,0.03848285,95.71428
6000,34.022,0.037140444,95.71428
7000,39.713,0.03603228,96.42857
8000,45.391,0.03509274,96.42857
9000,51.09,0.03399247,96.78571
,,,
Antal H lag: 2|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.032,0.18850502,10
1000,2.599,0.089823596,12.142858
2000,5.146,0.08894571,19.642857
3000,7.7,0.0869723,19.285715
4000,10.247,0.084010504,20.714287
5000,12.786,0.082062654,20.357141
6000,15.336,0.08115788,22.5
7000,17.92,0.08081377,30.000002
8000,20.462,0.08058722,22.142857
9000,23.022,0.08052232,22.857143
,,,
Antal H lag: 2|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.059,0.13856934,10.357143
1000,3.698,0.08755025,26.07143
2000,7.324,0.081868775,51.07143
3000,10.932,0.076265134,59.642857
4000,14.538,0.071051694,66.07143
5000,18.155,0.066950984,73.21429
6000,21.773,0.06402041,74.28571
7000,25.405,0.06085812,79.28572
8000,29.034,0.058608886,87.14285
9000,32.658,0.057263117,87.5
,,,
Antal H lag: 2|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.086,0.14655264,10
1000,4.776,0.08509415,43.571426
2000,9.462,0.078463584,53.571426
3000,14.152,0.07278725,54.642857
4000,18.835,0.06697532,58.214283
5000,23.535,0.06140093,75.35715
6000,28.253,0.057889387,80
7000,32.964,0.056040846,82.14286
8000,37.643,0.054096714,83.57143
9000,42.34,0.052892372,87.14285
,,,
Antal H lag: 2|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.115,0.12750155,15.000001
1000,5.923,0.08295012,55
2000,11.763,0.07440456,67.14285
3000,17.591,0.0669259,71.42857
4000,23.46,0.058812905,78.92857
5000,29.245,0.054091383,83.57143
6000,35.047,0.05050787,85.71429
7000,40.844,0.047148377,88.92857
8000,46.646,0.04500571,90.71429
9000,52.477,0.043347288,91.78572
,,,
Antal H lag: 3|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.033,0.18950948,10
1000,2.603,0.09009898,10
2000,5.171,0.09026117,10
3000,7.756,0.08998405,10
4000,10.336,0.09008999,10
5000,12.918,0.09007512,10
6000,15.487,0.08988855,10.714286
7000,18.054,0.08978114,18.928572
8000,20.659,0.089681976,10
9000,23.235,0.088750385,18.928572
,,,
Antal H lag: 3|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.061,0.127445,10
1000,3.745,0.09001809,10
2000,7.431,0.0899963,10
3000,11.105,0.089880966,11.071428
4000,14.797,0.08973076,10
5000,18.477,0.089160934,17.142859
6000,22.158,0.088077925,18.214285
7000,25.841,0.08532936,21.428572
8000,29.557,0.08278199,22.5
9000,33.256,0.0813989,21.071428
,,,
Antal H lag: 3|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.089,0.16359772,10
1000,4.921,0.089686595,10
2000,9.73,0.089436576,10
3000,14.535,0.08814616,19.642857
4000,19.369,0.0844217,29.642857
5000,24.209,0.081302606,27.5
6000,29.089,0.08006505,30.714285
7000,33.952,0.07931733,28.57143
8000,38.771,0.078301705,30.714285
9000,43.593,0.07707185,30.000002
,,,
Antal H lag: 3|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.119,0.1308923,10
1000,6.131,0.08986172,10
2000,12.198,0.08880785,22.857143
3000,18.532,0.08610875,28.57143
4000,24.855,0.0807831,33.571426
5000,30.914,0.07762195,47.142857
6000,36.928,0.07560049,39.285713
7000,43.249,0.0712026,55.35714
8000,49.284,0.06692148,75.35715
9000,55.298,0.064896144,68.21429
