,,,
Antal H lag: 1|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.032,0.18856771,7.857143
1000,2.556,0.09030622,14.642857
2000,5.078,0.08828069,19.285715
3000,7.621,0.08618304,20
4000,10.157,0.08148849,35.714287
5000,12.707,0.07844746,39.285713
6000,15.25,0.07602307,40
7000,17.785,0.07493658,38.92857
8000,20.341,0.07262232,42.5
9000,22.88,0.071020715,41.428574
,,,
Antal H lag: 1|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.058,0.16691835,3.5714288
1000,3.763,0.07583155,51.428574
2000,7.408,0.06547255,70.71428
3000,11.001,0.0583285,86.07143
4000,14.585,0.055673607,88.92857
5000,18.161,0.053297114,91.42857
6000,21.739,0.05185507,88.92857
7000,25.404,0.05015893,90.35714
8000,29.012,0.048513252,91.42857
9000,32.609,0.04695329,93.928566
,,,
Antal H lag: 1|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.103,0.122755595,10
1000,4.767,0.067175746,74.64285
2000,9.429,0.057489634,83.57143
3000,14.074,0.051576406,84.64286
4000,18.703,0.04653304,88.21429
5000,23.378,0.04307486,90.71429
6000,28.043,0.04028696,93.21429
7000,32.716,0.03803569,94.64286
8000,37.426,0.036945842,94.64286
9000,42.082,0.035508003,96.78571
,,,
Antal H lag: 1|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.111,0.13193569,10
1000,5.787,0.059502084,71.07143
2000,11.459,0.050882846,91.07143
3000,17.118,0.048459496,93.21429
4000,22.776,0.04707104,95
5000,28.446,0.045948394,94.28571
6000,34.139,0.04456139,94.64286
7000,39.798,0.043191426,95
8000,45.48,0.042064805,95.71428
9000,51.158,0.040912412,96.07143
,,,
Antal H lag: 2|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.032,0.17333932,10
1000,2.607,0.08971793,10
2000,5.196,0.088644065,23.92857
3000,7.767,0.08625821,25.357141
4000,10.35,0.08259394,31.785715
5000,12.918,0.078071095,38.214287
6000,15.503,0.07427739,47.85714
7000,18.073,0.07241801,48.57143
8000,20.638,0.07032053,45.357143
9000,23.211,0.06926448,47.85714
,,,
Antal H lag: 2|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.061,0.17856193,10
1000,3.703,0.08795104,21.071428
2000,7.372,0.08287925,39.285713
3000,11.015,0.07720006,52.499996
4000,14.676,0.07322279,55.714287
5000,18.325,0.06904657,59.642857
6000,21.981,0.06644619,54.285717
7000,25.64,0.06337939,63.928574
8000,29.298,0.06171542,71.78571
9000,32.948,0.059881102,64.64286
,,,
Antal H lag: 2|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.089,0.10199363,16.428572
1000,4.84,0.08617925,38.214287
2000,9.59,0.07942237,55.714287
3000,14.333,0.07189465,66.78572
4000,19.265,0.065808654,86.78571
5000,24.055,0.06332384,82.85715
6000,28.778,0.060557775,81.071434
7000,33.527,0.05763807,90.35714
8000,38.252,0.056106064,86.07143
9000,42.998,0.054217353,89.28571
,,,
Antal H lag: 2|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.115,0.10248118,11.428572
1000,5.974,0.08073671,45
2000,11.803,0.07093999,63.214283
3000,17.649,0.064859755,76.78571
4000,23.918,0.06154798,80
5000,29.758,0.05844636,85.71429
6000,35.608,0.05632116,85.35714
7000,41.456,0.054231226,81.78571
8000,47.31,0.05152295,86.42857
9000,53.192,0.049161725,86.78571
,,,
Antal H lag: 3|Nueroner pr lag 5,,,
Cycles,Time,Err,Accuracy
0,0.033,0.15681067,10
1000,2.64,0.0900576,9.642858
2000,5.263,0.090067014,10
3000,7.87,0.0901031,10
4000,10.456,0.090240546,10
5000,13.057,0.09012815,10
6000,15.656,0.090048276,10
7000,18.237,0.090005584,10
8000,20.819,0.09005264,10
9000,23.539,0.0900362,16.785713
,,,
Antal H lag: 3|Nueroner pr lag 10,,,
Cycles,Time,Err,Accuracy
0,0.061,0.15544422,11.071428
1000,3.929,0.09024145,10
2000,7.654,0.09016196,10
3000,11.387,0.08997212,10
4000,15.113,0.08989131,10
5000,18.822,0.08946729,23.92857
6000,22.523,0.08910072,11.785714
7000,26.241,0.08762205,20
8000,29.953,0.08382804,28.57143
9000,33.66,0.08138458,28.214285
,,,
Antal H lag: 3|Nueroner pr lag 15,,,
Cycles,Time,Err,Accuracy
0,0.09,0.113894895,9.642858
1000,4.969,0.08996528,10
2000,9.795,0.08943714,12.5
3000,14.639,0.08797075,18.928572
4000,19.468,0.08389159,31.071428
5000,24.301,0.080951974,30.000002
6000,29.124,0.07979959,27.5
7000,33.945,0.0798006,22.5
8000,38.78,0.078701146,30.000002
9000,43.626,0.07822537,35.35714
,,,
Antal H lag: 3|Nueroner pr lag 20,,,
Cycles,Time,Err,Accuracy
0,0.119,0.10714579,10
1000,6.136,0.08986196,10
2000,12.144,0.0889357,28.214285
3000,18.174,0.08729541,27.142859
4000,24.243,0.08247803,34.642857
5000,30.337,0.07690309,38.57143
6000,36.397,0.07190899,56.785713
7000,42.545,0.06809893,56.785713
8000,48.673,0.06430331,67.14285
9000,54.789,0.0617457,76.07143
