,,,
Batch:50. Learning rate: 0.001,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
0,3.968253968253968,7.541034375967792,13.88389992071889,0.286
1000,4.067460317460317,10.994115825332921,10.944700265807613,2.693
2000,4.563492063492063,12.496128832455868,10.637977948346501,5.098
3000,5.357142857142857,14.571074636110252,10.309030450819165,7.495
4000,5.853174603174603,16.16599566429235,10.169821729501285,9.9
5000,6.15079365079365,18.488696190771137,9.995504794379773,12.311
6000,6.646825396825397,20.222979250541965,9.918299128384014,14.704
7000,7.440476190476191,21.89532362960669,9.718852982566673,17.104
8000,7.936507936507936,23.61412201920099,9.617234929887623,19.51
9000,8.630952380952381,24.852895633323012,9.543359596693874,21.935
10000,8.630952380952381,27.005264787860018,9.500951607683515,24.354
11000,9.325396825396826,28.90987921957262,9.310251859786378,26.769
12000,9.722222222222223,30.33446887581295,9.269093310310241,29.177
13000,10.218253968253968,32.2700526478786,9.207333677442845,31.599
14000,11.011904761904761,33.895943016413746,9.118764706676211,34.033
15000,11.706349206349206,35.49086404459585,9.056455851384918,36.446
16000,11.904761904761903,36.807061009600496,8.98333681123076,38.838
17000,12.5,39.34654691855064,8.956524769866947,41.239
18000,13.492063492063492,40.693713223908325,8.913264512840867,43.653
19000,13.59126984126984,42.14927222050171,8.805231267967566,46.053
20000,14.186507936507937,43.32610715391762,8.79267925319658,48.478
21000,14.186507936507937,43.85258593991948,8.693270064742357,50.884
22000,14.583333333333334,45.664292350572936,8.664797933916805,53.301
23000,14.781746031746032,46.841127283988854,8.607561028913713,55.844
24000,15.277777777777779,48.2812016104057,8.63209468852397,58.28
25000,15.773809523809524,48.31217095075875,8.501714886319704,60.678
26000,16.071428571428573,50.030969340353046,8.47445051821388,63.076
27000,16.666666666666664,51.22328894394549,8.384133343130836,65.465
28000,16.765873015873016,51.85816042118303,8.36221657273182,67.871
29000,16.765873015873016,52.86466398265717,8.350657445210524,70.301
30000,16.964285714285715,53.93310622483741,8.290743331011091,72.738
31000,17.46031746031746,54.19634561783834,8.265121951326526,75.148
32000,17.75793650793651,55.68287395478476,8.268474947894186,77.565
33000,17.857142857142858,56.10096004955094,8.164034503630544,79.969
34000,18.253968253968253,56.65840817590585,8.16814785781989,82.375
35000,18.75,57.78878909879219,8.134056437967997,84.777
36000,18.75,58.68689996903066,8.139895628934108,87.196
37000,18.948412698412696,58.71786930938371,8.046870058986759,89.611
38000,19.444444444444446,59.61598017962218,8.02786049143451,92.004
39000,19.444444444444446,59.97212759368226,7.998780961919242,94.401
40000,19.841269841269842,60.6689377516259,7.949249017525206,96.798
41000,20.13888888888889,61.025085165685965,7.932567928431419,99.204
42000,19.940476190476193,61.95416537627748,7.898589041847954,101.604
43000,20.13888888888889,62.139981418395784,7.843455216983452,104.019
44000,20.13888888888889,62.867760916692475,7.852302240071162,106.436
45000,20.13888888888889,63.28584701145865,7.778165310943449,108.84
46000,20.535714285714285,63.28584701145865,7.785169898179048,111.247
47000,20.535714285714285,63.781356457107464,7.782607227995615,113.642
48000,20.833333333333336,64.18395788169711,7.72674148088686,116.038
49000,21.03174603174603,64.7259213378755,7.6877763671479284,118.447
50000,20.734126984126984,64.69495199752245,7.669898584613101,120.847
51000,20.734126984126984,64.92722205017033,7.634141388042701,123.246
52000,20.833333333333336,65.12852276246515,7.576489764885434,125.654
53000,21.23015873015873,65.62403220811397,7.575250796564808,128.052
54000,21.23015873015873,65.98017962217405,7.539839019607434,130.45
55000,20.833333333333336,66.3208423660576,7.5362309339229805,132.843
56000,20.932539682539684,66.6305357695881,7.523425229732182,135.238
57000,21.13095238095238,66.81635181170641,7.478544090975308,137.651
58000,21.428571428571427,67.23443790647259,7.449069755423902,140.047
59000,21.23015873015873,67.31186125735522,7.373860996959487,142.431
60000,21.825396825396826,67.90027872406318,7.39734528674631,144.817
61000,21.626984126984127,67.74543202229792,7.3554942706579025,147.219
62000,22.123015873015873,68.36481882935892,7.318414458815786,149.617
63000,21.825396825396826,68.95323629606689,7.30433819540384,152.026
64000,21.924603174603174,68.73645091359553,7.30362613019985,154.419
65000,21.825396825396826,69.30938371012697,7.2621404282649635,156.844
66000,22.22222222222222,69.015174976773,7.255420968226058,159.237
67000,22.123015873015873,69.2629296995974,7.210096322616891,161.635
68000,22.023809523809522,69.4487457417157,7.17827604969261,164.037
69000,22.61904761904762,69.97522452771756,7.176314077364382,166.442
70000,23.511904761904763,70.53267265407247,7.172874178186957,168.83
71000,22.61904761904762,69.94425518736452,7.1122081537071224,171.221
72000,23.41269841269841,70.40879529266026,7.077250562619707,173.625
73000,23.511904761904763,70.8578507277795,7.077451449719543,176.029
74000,23.015873015873016,70.7339733663673,7.061637149109099,178.415
75000,23.41269841269841,71.19851347166305,7.047471791145897,180.812
76000,23.41269841269841,70.99721275936822,6.993129211081783,183.218
77000,23.511904761904763,71.13657479095696,6.974998392026906,185.605
78000,23.115079365079367,71.04366676989781,6.969678825273879,187.996
79000,23.908730158730158,71.72499225766491,6.977312865627917,190.378
80000,23.61111111111111,71.66305357695882,6.920813090420142,192.795
81000,23.71031746031746,71.94177764013627,6.891136838780216,195.198
82000,24.107142857142858,72.28244038401982,6.887951851580302,197.598
83000,23.908730158730158,72.2050170331372,6.8829887602115765,199.981
84000,23.908730158730158,72.37534840507898,6.88110338749002,202.394
85000,23.908730158730158,72.11210901207804,6.834166794237438,204.787
86000,24.107142857142858,72.45277175596159,6.798365248203031,207.181
87000,24.404761904761905,72.77794982966863,6.810123635401861,209.588
88000,24.305555555555554,72.99473521213999,6.793053496717899,211.995
89000,24.305555555555554,72.97925054196345,6.761708304802564,214.405
90000,23.908730158730158,73.13409724372872,6.748100492806517,216.804
91000,24.305555555555554,73.14958191390524,6.7483145538478295,219.336
92000,24.305555555555554,73.14958191390524,6.722943000204409,221.805
93000,24.305555555555554,73.27345927531744,6.718725294526256,224.232
94000,24.305555555555554,73.22700526478786,6.663280634435811,226.677
95000,24.6031746031746,73.30442861567049,6.670724425066418,229.134
96000,24.404761904761905,73.49024465778878,6.646124417477373,231.623
97000,24.503968253968253,73.75348405078972,6.6214298783434895,234.079
98000,24.503968253968253,73.75348405078972,6.620481787572526,236.532
99000,24.503968253968253,73.7999380613193,6.573698731907063,238.98
100000,24.404761904761905,73.84639207184887,6.5575582850365635,241.439
101000,24.503968253968253,74.06317745432023,6.559370122227045,243.935
102000,24.6031746031746,74.15608547537937,6.526724806923863,246.399
103000,24.6031746031746,74.2954475069681,6.490555460791955,248.824
104000,24.702380952380953,74.31093217714462,6.474168915358726,251.253
105000,24.702380952380953,74.55868689996903,6.47739611834996,253.674
106000,24.801587301587304,74.75998761226386,6.449864687604069,256.098
107000,24.702380952380953,74.74450294208734,6.416156806708011,258.512
108000,24.702380952380953,74.68256426138123,6.42132449177536,260.918
109000,24.503968253968253,74.7290182719108,6.376227385541406,263.325
110000,24.702380952380953,75.08516568597089,6.386271858057864,265.717
111000,24.702380952380953,74.93031898420564,6.385510583006879,268.11
112000,24.6031746031746,75.31743573861877,6.36340282557017,270.52
113000,24.6031746031746,75.31743573861877,6.309588380092455,272.924
114000,24.702380952380953,75.28646639826572,6.314481356786866,275.326
115000,24.702380952380953,75.42582842985445,6.291423782459915,277.726
116000,24.6031746031746,75.53422112109011,6.29191639046255,280.13
