,,,
Batch:1. Learning rate: 0.001,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
181000,58.03571428571429,85.11923196035924,2.1661297101117643,84.703
182000,57.738095238095234,85.07277794982967,2.163176118208588,85.168
183000,59.62301587301587,84.48436048312172,2.0678248874928036,85.629
184000,57.24206349206349,84.20563641994426,2.274697794379767,86.09
185000,57.738095238095234,84.37596779188603,2.375446264402231,86.549
186000,57.24206349206349,84.00433570764943,2.3875816630047213,87.009
187000,59.523809523809526,83.3694642304119,2.2436996306032615,87.467
188000,58.63095238095239,84.43790647259213,2.2794393924150436,87.925
189000,57.738095238095234,84.49984515329824,2.2340750375419196,88.388
190000,58.82936507936508,84.51532982347476,2.212009248497011,88.847
191000,58.92857142857143,83.15267884794054,2.2055751896301636,89.306
192000,56.448412698412696,83.46237225147104,2.279477486092254,89.765
193000,58.13492063492064,83.1217095075875,2.2015488097933167,90.229
194000,58.03571428571429,83.27655620935273,2.2276433007391963,90.69
195000,55.35714285714286,81.58872716011149,2.3401139399744353,91.15
196000,55.952380952380956,83.35397956023537,2.3385803141888384,91.611
197000,54.563492063492056,82.90492412511612,2.426210662901956,92.075
198000,57.14285714285714,82.92040879529266,2.3298287595782803,92.538
199000,57.837301587301596,82.20811396717251,2.3085504369051537,92.998
200000,56.15079365079365,82.59523072158564,2.3659839651828904,93.457
201000,56.051587301587304,81.92938990399504,2.3665211206172447,93.916
202000,55.55555555555556,81.99132858470115,2.411395072645601,94.382
203000,56.64682539682539,82.79653143388046,2.257796244549961,94.843
204000,55.75396825396825,82.73459275317435,2.385605902117857,95.304
205000,57.341269841269835,82.37844533911428,2.3217696607762828,95.764
206000,56.15079365079365,82.78104676370394,2.3636766222079393,96.225
207000,57.44047619047619,82.34747599876123,2.3254812728029712,96.692
208000,57.638888888888886,83.3694642304119,2.3408690224561264,97.156
209000,58.333333333333336,83.23010219882316,2.262310667847308,97.619
210000,56.34920634920635,83.91142768659027,2.4270174515480023,98.081
211000,57.738095238095234,83.3694642304119,2.262677712230378,98.542
212000,57.738095238095234,83.84948900588417,2.2305304549677643,99.001
213000,56.34920634920635,83.1217095075875,2.299417619815316,99.461
214000,55.654761904761905,84.15918240941468,2.3441205467046022,99.92
215000,55.75396825396825,83.04428615670486,2.32098099490401,100.381
216000,56.94444444444444,83.47785692164756,2.317494898698871,100.84
217000,57.738095238095234,84.25209043047384,2.2940380807073675,101.303
218000,56.448412698412696,83.91142768659027,2.2752594656326663,101.764
219000,56.64682539682539,83.91142768659027,2.3588167198247363,102.223
220000,56.15079365079365,83.8030349953546,2.324634042646713,102.681
221000,58.03571428571429,84.31402911117993,2.2489158717080966,103.141
222000,56.25,83.19913285847011,2.26957103400042,103.603
223000,56.448412698412696,84.19015174976772,2.250756655512853,104.065
224000,56.845238095238095,84.00433570764943,2.241422206540237,104.524
225000,56.25,83.94239702694333,2.2028590635978222,104.984
226000,54.36507936507936,83.95788169711984,2.393562343663763,105.443
227000,54.96031746031746,83.9888510374729,2.3060927962991893,105.903
228000,57.341269841269835,84.70114586559306,2.2729827889819374,106.367
229000,57.837301587301596,85.01083926912358,2.1534513284204135,106.828
230000,57.936507936507944,85.05729327965315,2.126444530958905,107.287
231000,58.730158730158735,84.43790647259213,2.1763050884585904,107.751
232000,57.14285714285714,84.49984515329824,2.3047171541978706,108.228
233000,58.82936507936508,84.51532982347476,2.178008566038464,108.695
234000,56.74603174603175,84.29854444100341,2.253843138673361,109.163
235000,56.94444444444444,84.85599256735831,2.305334751950523,109.627
236000,56.547619047619044,83.9888510374729,2.279524071253731,110.09
237000,56.845238095238095,84.43790647259213,2.2358922263683376,110.561
238000,56.15079365079365,84.09724372870858,2.2598190320035756,111.023
239000,55.55555555555556,84.11272839888511,2.298006951695506,111.487
240000,55.158730158730165,84.06627438835554,2.4585626782085837,111.949
241000,56.94444444444444,84.3604831217095,2.328977853886627,112.412
242000,58.92857142857143,84.37596779188603,2.0993288214018158,112.884
243000,58.23412698412699,84.11272839888511,2.2197241741215628,113.345
244000,58.432539682539684,84.3604831217095,2.1666562061731542,113.807
245000,57.341269841269835,84.79405388665221,2.2533974983457288,114.274
246000,58.432539682539684,84.62372251471044,2.2316559855440823,114.738
247000,59.226190476190474,84.90244657788789,2.142994531646701,115.213
248000,58.23412698412699,85.38247135336017,2.2080618952377637,115.684
249000,58.23412698412699,85.05729327965315,2.183737382865642,116.15
250000,57.738095238095234,84.93341591824094,2.1957963547232637,116.609
251000,57.04365079365079,85.25859399194798,2.344154922242806,117.081
252000,56.94444444444444,85.0263239393001,2.319610886178865,117.544
253000,57.14285714285714,85.19665531124187,2.2797525935891083,118.012
254000,58.432539682539684,84.96438525859399,2.217277392357865,118.477
255000,57.24206349206349,85.04180860947662,2.246299959298839,118.944
256000,59.02777777777778,85.47537937441932,2.1399085006555785,119.408
257000,58.82936507936508,85.13471663053576,2.1554290060277337,119.872
258000,59.02777777777778,85.30504800247755,2.101674278899598,120.343
259000,59.82142857142857,85.59925673583153,2.112966727650032,120.808
260000,61.70634920634921,85.78507277794984,2.0258609774731804,121.274
261000,59.62301587301587,85.32053267265407,2.154472689064242,121.737
262000,58.63095238095239,85.38247135336017,2.184993208474484,122.199
263000,59.72222222222222,85.53731805512543,2.055465244103538,122.66
264000,58.03571428571429,85.4598947042428,2.1663843264638936,123.122
265000,59.32539682539682,85.16568597088882,2.0827099472286315,123.584
266000,59.62301587301587,85.24310932177144,2.100800376495861,124.061
267000,60.51587301587301,85.84701145865593,2.0490621404901233,124.53
268000,59.32539682539682,85.7076494270672,2.0903199046267407,124.999
269000,61.21031746031746,85.90895013936203,1.9954226587411572,125.466
270000,60.317460317460316,86.45091359554041,2.093132167041386,125.931
271000,59.02777777777778,86.31155156395168,2.216101058325074,126.395
272000,59.12698412698413,86.14122019200991,2.0560835888994804,126.859
273000,60.61507936507936,86.6212449674822,2.058473578709446,127.329
274000,60.317460317460316,86.72963765871788,2.1049775214167314,127.791
275000,58.333333333333336,86.0792815113038,2.1885560191153655,128.257
276000,58.13492063492064,85.83152678847941,2.224338235638179,128.72
277000,60.317460317460316,86.12573552183338,2.0333730889127066,129.183
278000,59.92063492063492,86.04831217095075,2.143036530309618,129.65
279000,60.11904761904761,86.14122019200991,2.067096744868868,130.113
280000,61.011904761904766,86.11025085165686,2.0119610580878176,130.576
281000,60.51587301587301,85.84701145865593,2.112398446634326,131.041
282000,61.70634920634921,86.01734283059771,2.0347763072660223,131.503
283000,60.019841269841265,85.28956333230101,2.147510035237169,131.978
284000,60.416666666666664,86.23412821306906,2.2131611210126,132.449
285000,59.92063492063492,85.59925673583153,2.182456762983055,132.918
286000,60.813492063492056,85.78507277794984,2.109922669966951,133.384
287000,61.60714285714286,85.19665531124187,2.0294854032064458,133.845
288000,59.523809523809526,85.19665531124187,2.1327622175726204,134.309
289000,59.12698412698413,85.38247135336017,2.1680402726518526,134.775
290000,57.53968253968254,84.88696190771137,2.263291420874795,135.244
291000,58.730158730158735,85.0263239393001,2.244084268615859,135.708
292000,60.71428571428571,84.6082378445339,2.1882671080699776,136.175
293000,59.226190476190474,83.83400433570765,2.16261650278479,136.649
294000,59.02777777777778,84.15918240941468,2.2045653527116547,137.111
295000,59.02777777777778,84.2366057602973,2.191852337107057,137.574
296000,60.51587301587301,84.1746670795912,2.1844463369142018,138.037
297000,61.408730158730165,84.71663053576958,2.139317607358144,138.503
298000,61.111111111111114,84.20563641994426,2.055122635847242,138.969
299000,57.738095238095234,84.11272839888511,2.3714426759879186,139.434
300000,58.63095238095239,84.31402911117993,2.284215255284042,139.896
301000,61.30952380952381,84.53081449365129,1.9859887911416494,140.366
302000,61.408730158730165,84.56178383400433,2.0738959990414734,140.832
303000,59.523809523809526,83.50882626200062,2.1351254510819797,141.311
304000,57.14285714285714,83.58624961288325,2.2439938770457744,141.775
305000,57.837301587301596,83.64818829358934,2.1923894686563843,142.244
306000,55.952380952380956,84.39145246206256,2.3024856286883977,142.707
307000,56.74603174603175,84.08175905853206,2.278793826765268,143.172
308000,57.738095238095234,83.5552802725302,2.257203960830603,143.632
309000,58.92857142857143,84.050789718179,2.24857634085298,144.104
310000,59.72222222222222,84.79405388665221,2.151941194704894,144.566
311000,56.845238095238095,83.89594301641375,2.343976448489237,145.031
312000,57.04365079365079,83.7410963146485,2.3485373890737913,145.496
313000,59.523809523809526,83.89594301641375,2.181376266160068,145.961
314000,58.333333333333336,83.60173428305977,2.206589075349729,146.428
