Antal H lag: 1|Nueroner pr lag 5,,,
Cycles,Accuracy,Err,Time
26000,12.3015873,0.028303472,265.926
27000,11.40873016,0.028486413,276.143
28000,10.91269841,0.028691107,286.361
29000,9.523809524,0.028637742,296.575
30000,9.325396825,0.029006974,306.792
31000,9.126984127,0.028753606,317.01
32000,9.722222222,0.028897157,327.225
33000,10.01984127,0.029013461,337.441
34000,7.44047619,0.029557009,347.653
35000,10.11904762,0.029223047,357.887
36000,6.150793651,0.0284803,368.1
37000,10.41666667,0.027755063,378.317
38000,8.134920635,0.028698352,388.532
39000,2.777777778,NaN,398.756
40000,2.777777778,NaN,408.964
41000,2.777777778,NaN,419.165
42000,2.777777778,NaN,429.365
43000,2.777777778,NaN,439.568
44000,2.777777778,NaN,449.768
45000,2.777777778,NaN,459.987
46000,2.777777778,NaN,470.19
47000,2.777777778,NaN,480.393
48000,2.777777778,NaN,490.592
49000,2.777777778,NaN,500.793
,,,
Antal H lag: 5|Nueroner pr lag 15,,,
Cycles,Accuracy,Err,Time
0,5.05952381,0.028436614,0.33
1000,7.638888889,0.028325391,14.572
2000,8.531746032,0.027762592,28.816
3000,8.829365079,0.028073499,43.07
4000,12.59920635,0.027945305,57.314
5000,13.59126984,0.027561258,71.558
6000,15.67460317,0.027971651,85.819
7000,18.45238095,0.027600003,100.067
8000,16.26984127,0.027849233,114.308
9000,17.06349206,0.027906551,128.56
10000,16.07142857,0.028298296,142.807
11000,15.47619048,0.028509321,157.051
12000,14.68253968,0.028574268,171.297
13000,17.16269841,0.028555146,185.54
14000,18.05555556,0.028127951,199.785
15000,19.24603175,0.028176814,214.033
16000,19.64285714,0.02756109,228.273
17000,20.13888889,0.028408824,242.517
18000,20.33730159,0.027904443,256.763
19000,18.25396825,0.028603974,271.013
20000,20.73412698,0.028412081,285.279
21000,19.3452381,0.02903498,299.526
22000,19.04761905,0.029346447,313.77
23000,18.75,0.028500278,328.02
24000,18.9484127,0.028585208,342.264
25000,17.36111111,0.029083146,356.507
26000,14.48412698,0.028688317,370.757
27000,16.86507937,0.028500367,385.028
28000,17.06349206,0.028434824,399.276
29000,17.46031746,0.028042326,413.527
30000,20.03968254,0.02786516,427.822
31000,19.74206349,0.028113895,442.072
32000,18.45238095,0.027663754,456.321
33000,20.13888889,0.027246557,470.59
34000,19.64285714,0.027537962,484.841
35000,18.45238095,0.027634602,499.089
36000,18.3531746,0.028284717,513.34
37000,17.95634921,0.027896644,527.618
38000,16.46825397,0.028155826,541.867
39000,19.1468254,0.027955954,556.126
40000,18.25396825,0.028714608,570.376
41000,16.46825397,0.029031663,584.625
42000,16.86507937,0.028576018,598.871
43000,16.36904762,0.028674119,613.117
44000,17.46031746,0.028755828,627.362
45000,18.9484127,0.028052778,641.612
46000,16.86507937,0.029200718,655.856
47000,17.16269841,0.029342196,670.103
48000,17.95634921,0.029375208,684.353
49000,19.3452381,0.028692005,698.63
,,,
Antal H lag: 5|Nueroner pr lag 20,,,
Cycles,Accuracy,Err,Time
0,3.174603175,0.028624352,0.445
1000,6.25,0.028149673,18.991
2000,11.60714286,0.028021569,37.535
3000,13.19444444,0.027929158,56.077
4000,14.68253968,0.027860674,74.624
5000,15.67460317,0.028175311,93.17
6000,18.65079365,0.02750963,111.718
7000,19.3452381,0.027309585,130.263
8000,20.13888889,0.027047813,148.817
9000,19.84126984,0.026640638,167.379
10000,20.73412698,0.026227118,185.93
11000,22.32142857,0.026121083,204.485
12000,24.00793651,0.02638249,223.039
13000,23.90873016,0.026052484,241.588
14000,25,0.02642957,260.141
15000,25.29761905,0.026207592,278.696
16000,28.27380952,0.025634266,297.248
17000,26.98412698,0.026046493,315.802
18000,23.31349206,0.026398948,334.376
19000,22.42063492,0.02747734,352.929
20000,23.90873016,0.028487986,371.514
21000,23.41269841,0.027695046,390.091
22000,21.62698413,0.027804353,408.648
23000,23.11507937,0.027143777,427.223
24000,19.04761905,0.028587849,445.796
25000,22.42063492,0.027903784,464.346
26000,23.61111111,0.027272548,482.889
27000,21.82539683,0.028598486,501.434
28000,22.02380952,0.028806325,520.004
29000,20.53571429,0.029308198,538.555
30000,24.50396825,0.027451478,557.112
31000,25.99206349,0.026715555,575.66
32000,22.12301587,0.027760554,594.208
33000,20.93253968,0.028379148,612.756
34000,21.92460317,0.027886863,631.304
35000,23.61111111,0.02719864,649.852
36000,22.42063492,0.027701462,668.403
37000,22.71825397,0.028757605,686.954
38000,18.65079365,0.029004576,705.515
39000,18.25396825,0.030587306,724.072
40000,2.777777778,NaN,742.603
41000,2.777777778,NaN,761.128
42000,2.777777778,NaN,779.653
43000,2.777777778,NaN,798.175
44000,2.777777778,NaN,816.701
45000,2.777777778,NaN,835.224
46000,2.777777778,NaN,853.749
47000,2.777777778,NaN,872.273
48000,2.777777778,NaN,890.806
49000,2.777777778,NaN,909.328
,,,
Antal H lag: 5|Nueroner pr lag 40,,,
Cycles,Accuracy,Err,Time
0,1.388888889,0.04090076,0.945
1000,9.722222222,0.030281573,38.274
2000,12.6984127,0.029782826,75.617
3000,13.49206349,0.029427221,112.967
4000,18.05555556,0.028517096,150.329
5000,19.54365079,0.027964265,187.681
6000,22.32142857,0.027954641,225.003
7000,22.22222222,0.027734657,262.343
8000,21.72619048,0.027947825,299.678
9000,25.5952381,0.027446501,337.057
10000,24.20634921,0.027771373,374.392
11000,25.89285714,0.027714208,411.723
12000,24.4047619,0.027670703,449.094
13000,27.08333333,0.02689113,486.427
14000,25.69444444,0.027523447,523.755
15000,26.48809524,0.027012178,561.098
16000,27.97619048,0.026780056,598.422
17000,26.68650794,0.027037942,635.774
18000,27.08333333,0.026848221,673.116
19000,28.17460317,0.026811287,710.536
20000,27.08333333,0.0271338,747.944
21000,27.87698413,0.026988284,785.33
22000,29.86111111,0.026404944,822.718
23000,29.96031746,0.026384594,860.067
24000,28.47222222,0.026492313,897.43
25000,30.45634921,0.025631645,934.785
26000,26.78571429,0.026621703,972.17
27000,27.87698413,0.026116367,1009.543
28000,31.74603175,0.025426349,1046.906
29000,28.67063492,0.025541906,1084.29
30000,29.76190476,0.025455008,1121.678
31000,28.67063492,0.025621346,1159.031
32000,29.96031746,0.025004086,1196.385
33000,30.8531746,0.0246069,1233.747
34000,30.05952381,0.025045824,1271.079
35000,27.57936508,0.025553037,1308.52
36000,32.53968254,0.024399469,1345.844
37000,33.53174603,0.023969382,1383.17
38000,32.93650794,0.02399276,1420.519
39000,34.92063492,0.023297231,1457.842
40000,35.21825397,0.023949076,1495.183
41000,34.82142857,0.02384646,1532.526
42000,37.5,0.02279421,1569.884
43000,36.80555556,0.023205024,1607.251
44000,37.00396825,0.02286947,1644.623
45000,37.1031746,0.023345206,1681.956
46000,39.58333333,0.022497025,1719.333
47000,36.9047619,0.02283244,1756.677
48000,41.26984127,0.021911815,1794.022
49000,39.58333333,0.021947883,1831.421
,,,
Antal H lag: 5|Nueroner pr lag 50,,,
Cycles,Accuracy,Err,Time
0,3.869047619,0.03876354,1.223
1000,10.71428571,0.031986908,48.974
2000,15.17857143,0.030448914,96.697
3000,17.26190476,0.029423179,144.403
4000,18.1547619,0.028915691,192.076
5000,18.9484127,0.029069714,239.774
6000,19.04761905,0.028485986,287.459
7000,21.23015873,0.027907109,335.227
8000,21.32936508,0.027836771,382.93
9000,21.42857143,0.027749606,430.606
10000,24.10714286,0.027116481,478.314
11000,25.69444444,0.02672783,526.074
12000,23.71031746,0.027458603,573.832
13000,22.91666667,0.027595925,621.637
14000,21.62698413,0.02772634,669.34
15000,24.10714286,0.027559912,717.046
16000,24.00793651,0.027566706,764.726
17000,25.89285714,0.027067641,812.421
18000,22.32142857,0.02772371,860.15
19000,24.50396825,0.026434038,907.831
20000,26.19047619,0.025943733,955.513
21000,24.70238095,0.026307217,1003.198
22000,24.50396825,0.026051854,1050.918
23000,23.21428571,0.026841345,1098.604
24000,23.11507937,0.026603419,1146.377
25000,23.21428571,0.025476793,1194.12
26000,23.21428571,0.02531148,1241.872
27000,24.10714286,0.025215941,1289.55
28000,25.69444444,0.024920959,1337.241
29000,27.18253968,0.024525204,1384.921
30000,23.71031746,0.024976994,1432.605
31000,22.12301587,0.024826649,1480.295
32000,20.43650794,0.02592053,1528.025
33000,20.03968254,0.026018961,1575.763
34000,20.83333333,0.025638232,1623.454
35000,23.21428571,0.025015273,1671.151
36000,23.11507937,0.026051969,1718.85
37000,24.90079365,0.026113681,1766.567
38000,25.1984127,0.026619434,1814.266
39000,23.41269841,0.026473668,1862.005
40000,24.70238095,0.025209472,1909.722
41000,26.28968254,0.025249547,1957.411
42000,26.38888889,0.025065985,2005.103
43000,30.25793651,0.024243812,2052.812
44000,5.654761905,0.029639032,2100.525
45000,2.777777778,NaN,2148.174
46000,2.777777778,NaN,2195.818
47000,2.777777778,NaN,2243.548
48000,2.777777778,NaN,2291.188
49000,2.777777778,NaN,2338.823
