0,0.32645625
1000,0.30135545
2000,0.2783132
3000,0.2572693
4000,0.23836963
5000,0.22147265
6000,0.20660259
7000,0.19353525
8000,0.18213272
9000,0.17219232
10000,0.16353954
11000,0.15598823
12000,0.1494241
13000,0.14371754
14000,0.13871123
15000,0.13430022
16000,0.13044342
17000,0.12703846
18000,0.12400495
19000,0.12129418
20000,0.118899964
21000,0.116753556
22000,0.11480161
23000,0.11309422
24000,0.11147988
25000,0.11006757
26000,0.10876702
27000,0.10758795
28000,0.1065172
29000,0.105504625
30000,0.10460689
31000,0.103767134
32000,0.103016496
33000,0.10228121
34000,0.10162638
35000,0.100998975
36000,0.10045598
37000,0.09988879
38000,0.099419385
39000,0.0989463
40000,0.09852062
41000,0.09813547
42000,0.09775567
43000,0.09741196
44000,0.09706767
45000,0.09676742
46000,0.09646213
47000,0.09618736
48000,0.09593217
49000,0.0956846
50000,0.09545057
51000,0.095226586
52000,0.09501315
53000,0.09481819
54000,0.0946368
55000,0.09445225
56000,0.09427911
57000,0.09412858
58000,0.09397477
59000,0.09383043
60000,0.093676634
61000,0.09356706
62000,0.09342223
63000,0.09331229
64000,0.09320157
65000,0.09309385
66000,0.09297722
67000,0.092899226
68000,0.092763886
69000,0.09270776
70000,0.09258798
71000,0.09252312
72000,0.09242276
73000,0.092356965
74000,0.09230451
75000,0.09220234
76000,0.09212777
77000,0.092079215
78000,0.09201298
79000,0.09194615
80000,0.091902755
81000,0.091842055
82000,0.09178122
83000,0.0917107
84000,0.09167296
85000,0.0916459
86000,0.091587186
87000,0.091518864
88000,0.09146522
89000,0.09144969
90000,0.091417715
91000,0.091376066
92000,0.09131565
93000,0.09128951
94000,0.09124718
95000,0.09122769
96000,0.09119747
97000,0.09115079
98000,0.09112978
99000,0.0910825
