Cycles,Err,Accuracy
0,0.3726457,9.945238
1000,0.31765577,9.945238
2000,0.27002826,9.945238
3000,0.23110266,9.945238
4000,0.20081997,9.945238
5000,0.17763972,9.945238
6000,0.1601329,9.945238
7000,0.14684479,9.945238
8000,0.13679108,11.152381
9000,0.12898912,11.152381
10000,0.12287516,11.152381
11000,0.117996655,11.152381
12000,0.11408199,11.152381
13000,0.11091997,11.152381
